FID IID FA MO SEX AFF PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
HG01606 HG01606 0 0 0 1 -0.0101 0.0283 0.0113 0.0192 -0.0043 0.0187 -0.0050 -0.0083 -0.0021 0.0160
HG01607 HG01607 0 0 0 1 -0.0091 0.0278 0.0087 0.0185 -0.0110 0.0235 0.0106 -0.0061 0.0036 0.0039
HG01608 HG01608 0 0 0 1 -0.0097 0.0274 0.0134 0.0183 -0.0055 0.0251 -0.0046 0.0027 0.0051 0.0039
HG01610 HG01610 0 0 0 1 -0.0096 0.0279 0.0122 0.0225 -0.0071 0.0189 -0.0004 0.0049 0.0139 -0.0186
HG01612 HG01612 0 0 0 1 -0.0090 0.0284 0.0104 0.0218 -0.0066 0.0178 0.0032 0.0024 -0.0030 0.0032
HG01613 HG01613 0 0 0 1 -0.0101 0.0274 0.0086 0.0194 -0.0064 0.0263 -0.0060 -0.0042 -0.0156 -0.0036
HG01615 HG01615 0 0 0 1 -0.0093 0.0274 0.0086 0.0183 -0.0038 0.0311 -0.0193 -0.0001 0.0223 -0.0230
HG01617 HG01617 0 0 0 1 -0.0093 0.0267 0.0112 0.0209 -0.0057 0.0310 0.0009 0.0060 0.0362 0.0010
HG01618 HG01618 0 0 0 1 -0.0091 0.0265 0.0106 0.0168 -0.0049 0.0333 0.0046 0.0013 0.0014 -0.0028
HG01619 HG01619 0 0 0 1 -0.0091 0.0282 0.0103 0.0189 -0.0091 0.0213 0.0034 -0.0044 0.0230 -0.0013
HG01620 HG01620 0 0 0 1 -0.0092 0.0267 0.0107 0.0192 0.0009 0.0296 0.0011 -0.0059 -0.0203 -0.0125
HG01623 HG01623 0 0 0 1 -0.0088 0.0270 0.0127 0.0183 -0.0046 0.0357 0.0028 0.0017 -0.0054 -0.0012
HG01624 HG01624 0 0 0 1 -0.0084 0.0269 0.0095 0.0207 -0.0062 0.0324 -0.0013 0.0071 0.0079 -0.0017
HG01625 HG01625 0 0 0 1 -0.0102 0.0272 0.0115 0.0233 0.0016 0.0262 -0.0034 -0.0083 0.0012 0.0111
HG01626 HG01626 0 0 0 1 -0.0100 0.0270 0.0123 0.0189 -0.0127 0.0292 -0.0044 -0.0098 -0.0034 0.0193
HG01628 HG01628 0 0 0 1 -0.0062 0.0275 0.0082 0.0163 -0.0061 0.0297 0.0011 0.0057 0.0085 0.0042
HG01630 HG01630 0 0 0 1 -0.0080 0.0257 0.0085 0.0206 -0.0016 0.0409 -0.0074 -0.0001 0.0073 0.0036
HG01631 HG01631 0 0 0 1 -0.0102 0.0284 0.0083 0.0213 -0.0110 0.0267 -0.0106 -0.0061 -0.0003 -0.0171
HG01632 HG01632 0 0 0 1 -0.0097 0.0276 0.0107 0.0197 -0.0118 0.0195 -0.0063 -0.0045 -0.0066 -0.0182
HG01668 HG01668 0 0 0 1 -0.0090 0.0255 0.0089 0.0208 -0.0140 0.0183 -0.0053 -0.0012 0.0068 0.0000
HG01669 HG01669 0 0 0 1 -0.0089 0.0275 0.0111 0.0199 -0.0067 0.0175 -0.0094 -0.0032 0.0139 -0.0163
HG01670 HG01670 0 0 0 1 -0.0095 0.0270 0.0095 0.0225 -0.0059 0.0340 -0.0123 -0.0059 -0.0081 0.0254
HG01672 HG01672 0 0 0 1 -0.0099 0.0281 0.0126 0.0184 -0.0025 0.0224 0.0014 -0.0022 -0.0037 0.0002
HG01673 HG01673 0 0 0 1 -0.0105 0.0283 0.0098 0.0203 0.0045 0.0180 -0.0018 -0.0109 -0.0002 0.0222
HG01675 HG01675 0 0 0 1 -0.0102 0.0284 0.0096 0.0179 -0.0008 0.0319 -0.0001 -0.0174 0.0086 0.0202
HG01676 HG01676 0 0 0 1 -0.0103 0.0291 0.0137 0.0219 -0.0011 0.0258 0.0021 -0.0020 0.0150 -0.0135
HG01678 HG01678 0 0 0 1 -0.0095 0.0277 0.0104 0.0251 -0.0049 0.0304 -0.0033 0.0076 0.0147 -0.0045
HG01679 HG01679 0 0 0 1 -0.0096 0.0271 0.0101 0.0218 -0.0066 0.0230 -0.0071 0.0161 0.0060 -0.0058
HG01680 HG01680 0 0 0 1 -0.0099 0.0275 0.0117 0.0203 -0.0157 0.0228 0.0003 -0.0025 -0.0165 0.0038
HG01682 HG01682 0 0 0 1 -0.0103 0.0278 0.0106 0.0224 -0.0086 0.0275 -0.0003 -0.0054 0.0026 -0.0036
HG01684 HG01684 0 0 0 1 -0.0101 0.0290 0.0143 0.0199 0.0011 0.0185 -0.0006 -0.0062 0.0022 -0.0006
HG01685 HG01685 0 0 0 1 -0.0091 0.0268 0.0103 0.0224 -0.0066 0.0129 -0.0084 -0.0039 0.0133 -0.0165
HG01686 HG01686 0 0 0 1 -0.0099 0.0272 0.0109 0.0184 0.0018 0.0186 -0.0061 0.0018 0.0028 0.0010
HG01694 HG01694 0 0 0 1 -0.0075 0.0274 0.0115 0.0154 -0.0046 0.0244 0.0048 0.0045 -0.0027 -0.0236
HG01695 HG01695 0 0 0 1 -0.0083 0.0251 0.0110 0.0192 -0.0095 0.0301 -0.0196 -0.0049 0.0029 -0.0137
HG01697 HG01697 0 0 0 1 -0.0096 0.0265 0.0074 0.0178 -0.0024 0.0287 -0.0021 -0.0155 0.0069 0.0073
HG01699 HG01699 0 0 0 1 -0.0093 0.0273 0.0077 0.0220 -0.0049 0.0326 0.0098 -0.0134 0.0017 -0.0110
HG01700 HG01700 0 0 0 1 -0.0111 0.0283 0.0138 0.0200 -0.0111 0.0286 0.0094 -0.0059 0.0025 -0.0066
HG01702 HG01702 0 0 0 1 -0.0104 0.0294 0.0158 0.0216 -0.0028 0.0362 -0.0042 -0.0013 0.0252 -0.0053
HG01704 HG01704 0 0 0 1 -0.0089 0.0265 0.0083 0.0194 -0.0117 0.0289 0.0018 -0.0053 0.0256 -0.0053
HG01705 HG01705 0 0 0 1 -0.0083 0.0271 0.0103 0.0222 -0.0101 0.0284 0.0111 -0.0055 0.0051 -0.0063
HG01707 HG01707 0 0 0 1 -0.0091 0.0271 0.0093 0.0207 -0.0046 0.0175 -0.0047 -0.0020 -0.0011 -0.0397
HG01708 HG01708 0 0 0 1 -0.0090 0.0256 0.0111 0.0170 0.0001 0.0230 -0.0048 -0.0062 0.0041 -0.0098
HG01709 HG01709 0 0 0 1 -0.0092 0.0283 0.0089 0.0180 -0.0073 0.0238 -0.0112 -0.0069 0.0100 -0.0037
HG01710 HG01710 0 0 0 1 -0.0093 0.0266 0.0089 0.0199 0.0041 0.0205 0.0040 0.0010 -0.0103 0.0085
HG01746 HG01746 0 0 0 1 -0.0106 0.0266 0.0127 0.0199 -0.0076 0.0327 0.0014 -0.0085 0.0005 0.0101
HG01747 HG01747 0 0 0 1 -0.0097 0.0284 0.0082 0.0160 0.0018 0.0329 -0.0022 -0.0088 0.0053 0.0056
HG01756 HG01756 0 0 0 1 -0.0094 0.0260 0.0097 0.0225 -0.0137 0.0406 0.0026 -0.0022 0.0053 0.0130
HG01757 HG01757 0 0 0 1 -0.0098 0.0270 0.0117 0.0185 -0.0008 0.0274 -0.0055 0.0073 -0.0154 -0.0018
HG01761 HG01761 0 0 0 1 -0.0098 0.0288 0.0116 0.0202 -0.0051 0.0247 -0.0034 -0.0037 0.0031 -0.0007
HG01762 HG01762 0 0 0 1 -0.0101 0.0281 0.0102 0.0162 -0.0027 0.0201 -0.0013 -0.0036 0.0201 0.0108
HG01765 HG01765 0 0 0 1 -0.0101 0.0277 0.0107 0.0180 -0.0083 0.0300 0.0050 0.0080 0.0102 -0.0333
HG01766 HG01766 0 0 0 1 -0.0099 0.0264 0.0106 0.0195 -0.0048 0.0279 -0.0054 -0.0020 -0.0057 -0.0048
HG01767 HG01767 0 0 0 1 -0.0094 0.0274 0.0095 0.0207 -0.0007 0.0278 0.0033 -0.0140 0.0085 -0.0025
HG01768 HG01768 0 0 0 1 -0.0092 0.0269 0.0110 0.0204 -0.0058 0.0293 0.0028 0.0059 0.0183 -0.0095
HG01770 HG01770 0 0 0 1 -0.0098 0.0279 0.0105 0.0196 -0.0045 0.0226 -0.0078 -0.0097 -0.0128 -0.0027
HG01771 HG01771 0 0 0 1 -0.0101 0.0285 0.0094 0.0197 -0.0101 0.0162 0.0040 0.0047 0.0121 -0.0048
HG01773 HG01773 0 0 0 1 -0.0095 0.0279 0.0090 0.0183 -0.0119 0.0192 -0.0017 -0.0013 0.0026 -0.0009
HG01775 HG01775 0 0 0 1 -0.0103 0.0278 0.0136 0.0200 -0.0030 0.0272 0.0036 -0.0107 0.0185 0.0138
HG01776 HG01776 0 0 0 1 -0.0105 0.0272 0.0088 0.0204 -0.0022 0.0329 0.0020 -0.0044 0.0078 -0.0041
HG01777 HG01777 0 0 0 1 -0.0100 0.0271 0.0086 0.0187 -0.0063 0.0243 0.0019 -0.0009 -0.0136 0.0109
HG01779 HG01779 0 0 0 1 -0.0105 0.0270 0.0103 0.0185 -0.0069 0.0241 0.0008 0.0149 -0.0036 0.0088
HG01781 HG01781 0 0 0 1 -0.0099 0.0290 0.0105 0.0200 -0.0021 0.0261 -0.0011 0.0011 -0.0030 -0.0029
HG01783 HG01783 0 0 0 1 -0.0095 0.0275 0.0106 0.0198 -0.0115 0.0220 0.0058 0.0088 -0.0015 -0.0057
HG01784 HG01784 0 0 0 1 -0.0093 0.0271 0.0114 0.0203 -0.0059 0.0245 -0.0029 0.0009 0.0089 -0.0072
HG01785 HG01785 0 0 0 1 -0.0103 0.0274 0.0106 0.0196 -0.0085 0.0159 0.0019 -0.0022 -0.0054 0.0100
HG01786 HG01786 0 0 0 1 -0.0102 0.0287 0.0099 0.0193 0.0001 0.0207 0.0011 0.0122 0.0158 0.0112
HG01789 HG01789 0 0 0 1 -0.0101 0.0282 0.0124 0.0201 0.0013 -0.0011 0.0036 -0.0112 0.0078 0.0343
HG01790 HG01790 0 0 0 1 -0.0110 0.0261 0.0090 0.0174 0.0026 -0.0093 -0.0031 -0.0188 -0.0162 0.0332
HG01791 HG01791 0 0 0 1 -0.0107 0.0272 0.0096 0.0174 0.0053 -0.0106 -0.0018 0.0036 -0.0162 0.0361
HG01794 HG01794 0 0 0 1 -0.0164 -0.0344 0.0041 0.0160 -0.0513 -0.0155 -0.0018 0.0054 -0.0090 -0.0131
HG01795 HG01795 0 0 0 1 -0.0158 -0.0331 0.0006 0.0147 -0.0490 -0.0123 -0.0074 -0.0042 0.0071 -0.0175
HG01796 HG01796 0 0 0 1 -0.0163 -0.0335 0.0036 0.0148 -0.0471 -0.0118 -0.0025 0.0132 -0.0052 -0.0246
HG01797 HG01797 0 0 0 1 -0.0155 -0.0335 0.0036 0.0151 -0.0532 -0.0102 -0.0057 -0.0046 0.0080 -0.0008
HG01798 HG01798 0 0 0 1 -0.0167 -0.0331 0.0062 0.0119 -0.0044 0.0064 -0.0087 -0.0010 0.0008 -0.0051
HG01799 HG01799 0 0 0 1 -0.0162 -0.0347 0.0019 0.0166 -0.0591 -0.0219 -0.0013 -0.0067 -0.0012 -0.0207
HG01800 HG01800 0 0 0 1 -0.0161 -0.0345 0.0033 0.0151 -0.0447 -0.0079 -0.0028 -0.0115 0.0068 -0.0101
HG01801 HG01801 0 0 0 1 -0.0160 -0.0331 0.0013 0.0148 -0.0431 -0.0114 0.0025 -0.0057 0.0028 -0.0099
HG01802 HG01802 0 0 0 1 -0.0158 -0.0339 0.0022 0.0167 -0.0459 -0.0129 0.0004 -0.0020 0.0017 -0.0109
HG01804 HG01804 0 0 0 1 -0.0159 -0.0330 0.0025 0.0180 -0.0479 -0.0060 -0.0008 0.0079 0.0047 -0.0035
HG01805 HG01805 0 0 0 1 -0.0160 -0.0339 0.0033 0.0185 -0.0552 -0.0060 0.0006 0.0026 0.0132 -0.0153
HG01806 HG01806 0 0 0 1 -0.0152 -0.0333 0.0018 0.0172 -0.0531 -0.0107 0.0022 -0.0087 0.0084 -0.0230
HG01807 HG01807 0 0 0 1 -0.0155 -0.0340 0.0015 0.0157 -0.0492 -0.0112 -0.0021 0.0041 0.0080 -0.0187
HG01808 HG01808 0 0 0 1 -0.0167 -0.0339 0.0022 0.0169 -0.0448 -0.0143 0.0010 -0.0083 0.0111 0.0024
HG01809 HG01809 0 0 0 1 -0.0167 -0.0339 0.0011 0.0167 -0.0547 -0.0174 0.0019 0.0037 0.0065 0.0041
HG01810 HG01810 0 0 0 1 -0.0159 -0.0334 0.0039 0.0151 -0.0482 -0.0253 -0.0046 -0.0118 0.0209 -0.0132
HG01811 HG01811 0 0 0 1 -0.0164 -0.0338 0.0043 0.0172 -0.0554 -0.0209 0.0043 -0.0077 0.0030 -0.0050
HG01812 HG01812 0 0 0 1 -0.0163 -0.0342 0.0039 0.0152 -0.0493 -0.0032 0.0012 -0.0036 0.0076 -0.0183
HG01813 HG01813 0 0 0 1 -0.0160 -0.0334 0.0018 0.0178 -0.0463 -0.0055 -0.0038 0.0060 0.0004 -0.0044
HG01815 HG01815 0 0 0 1 -0.0164 -0.0332 0.0036 0.0165 -0.0515 -0.0154 -0.0002 0.0009 0.0101 -0.0154
HG01817 HG01817 0 0 0 1 -0.0159 -0.0339 0.0044 0.0178 -0.0477 -0.0124 -0.0047 0.0025 0.0042 0.0073
HG01840 HG01840 0 0 0 1 -0.0159 -0.0328 0.0020 0.0171 -0.0422 -0.0031 0.0006 0.0029 0.0025 -0.0142
HG01841 HG01841 0 0 0 1 -0.0157 -0.0329 0.0014 0.0162 -0.0421 -0.0040 -0.0047 0.0001 -0.0037 0.0046
HG01842 HG01842 0 0 0 1 -0.0157 -0.0325 0.0039 0.0157 -0.0472 -0.0062 0.0054 0.0050 0.0115 -0.0054
HG01843 HG01843 0 0 0 1 -0.0165 -0.0322 0.0004 0.0150 -0.0419 -0.0033 0.0027 0.0015 -0.0048 0.0069
HG01844 HG01844 0 0 0 1 -0.0163 -0.0330 0.0010 0.0145 -0.0360 -0.0055 -0.0026 0.0097 0.0015 -0.0085
HG01845 HG01845 0 0 0 1 -0.0157 -0.0331 0.0019 0.0136 -0.0366 -0.0136 0.0059 0.0023 -0.0017 0.0170
HG01846 HG01846 0 0 0 1 -0.0155 -0.0321 0.0015 0.0175 -0.0345 -0.0080 0.0002 0.0013 -0.0076 0.0055
HG01847 HG01847 0 0 0 1 -0.0158 -0.0320 0.0004 0.0175 -0.0463 -0.0170 0.0018 -0.0045 -0.0044 -0.0002
HG01848 HG01848 0 0 0 1 -0.0161 -0.0326 0.0012 0.0126 -0.0404 -0.0117 0.0023 -0.0046 0.0091 0.0018
HG01849 HG01849 0 0 0 1 -0.0160 -0.0322 0.0014 0.0170 -0.0417 -0.0076 -0.0055 -0.0030 0.0055 -0.0134
HG01850 HG01850 0 0 0 1 -0.0158 -0.0327 0.0046 0.0152 -0.0385 -0.0043 -0.0092 -0.0038 -0.0003 -0.0098
HG01851 HG01851 0 0 0 1 -0.0156 -0.0331 0.0035 0.0158 -0.0428 -0.0119 -0.0011 -0.0094 -0.0109 0.0043
HG01852 HG01852 0 0 0 1 -0.0158 -0.0325 0.0019 0.0181 -0.0375 -0.0137 0.0101 -0.0122 -0.0113 -0.0135
HG01853 HG01853 0 0 0 1 -0.0153 -0.0332 -0.0007 0.0168 -0.0361 -0.0136 -0.0019 0.0111 0.0062 -0.0131
HG01855 HG01855 0 0 0 1 -0.0162 -0.0325 0.0006 0.0168 -0.0353 -0.0050 -0.0023 0.0040 -0.0058 -0.0038
HG01857 HG01857 0 0 0 1 -0.0165 -0.0322 0.0016 0.0149 -0.0374 -0.0087 -0.0048 0.0031 -0.0121 -0.0108
HG01858 HG01858 0 0 0 1 -0.0159 -0.0330 0.0010 0.0145 -0.0411 -0.0140 0.0089 0.0014 0.0071 0.0146
HG01859 HG01859 0 0 0 1 -0.0159 -0.0325 0.0029 0.0166 -0.0403 -0.0090 -0.0009 0.0010 -0.0003 -0.0153
HG01860 HG01860 0 0 0 1 -0.0160 -0.0327 0.0038 0.0140 -0.0434 -0.0099 0.0083 0.0104 -0.0119 -0.0046
HG01861 HG01861 0 0 0 1 -0.0162 -0.0320 -0.0012 0.0141 -0.0397 -0.0061 0.0049 -0.0012 0.0036 0.0031
HG01862 HG01862 0 0 0 1 -0.0167 -0.0334 0.0010 0.0159 -0.0331 -0.0146 0.0003 0.0013 0.0022 0.0064
HG01863 HG01863 0 0 0 1 -0.0160 -0.0338 0.0023 0.0151 -0.0384 -0.0145 0.0002 -0.0035 -0.0007 -0.0038
HG01864 HG01864 0 0 0 1 -0.0158 -0.0332 0.0040 0.0164 -0.0301 -0.0091 0.0016 -0.0021 -0.0067 0.0062
HG01865 HG01865 0 0 0 1 -0.0169 -0.0326 0.0044 0.0145 -0.0396 -0.0112 0.0012 0.0072 -0.0046 -0.0145
HG01866 HG01866 0 0 0 1 -0.0163 -0.0320 0.0025 0.0130 -0.0382 -0.0111 0.0092 -0.0092 -0.0086 -0.0224
HG01867 HG01867 0 0 0 1 -0.0156 -0.0326 0.0009 0.0164 -0.0361 -0.0066 0.0103 0.0034 0.0072 -0.0176
HG01868 HG01868 0 0 0 1 -0.0167 -0.0322 0.0053 0.0153 -0.0449 -0.0081 -0.0009 -0.0032 -0.0060 0.0035
HG01869 HG01869 0 0 0 1 -0.0162 -0.0334 0.0037 0.0161 -0.0420 -0.0122 -0.0050 0.0045 0.0073 0.0008
HG01870 HG01870 0 0 0 1 -0.0161 -0.0335 0.0035 0.0165 -0.0413 -0.0110 0.0012 0.0044 -0.0005 -0.0110
HG01871 HG01871 0 0 0 1 -0.0162 -0.0327 -0.0004 0.0144 -0.0451 -0.0092 -0.0018 0.0065 0.0026 -0.0108
HG01872 HG01872 0 0 0 1 -0.0161 -0.0327 0.0030 0.0115 -0.0278 -0.0062 -0.0025 0.0100 -0.0037 -0.0017
HG01873 HG01873 0 0 0 1 -0.0158 -0.0327 0.0031 0.0167 -0.0401 -0.0026 0.0031 -0.0148 -0.0087 -0.0169
HG01874 HG01874 0 0 0 1 -0.0154 -0.0329 0.0012 0.0155 -0.0399 -0.0085 0.0016 -0.0125 -0.0013 -0.0052
HG01878 HG01878 0 0 0 1 -0.0161 -0.0322 -0.0000 0.0157 -0.0374 -0.0093 0.0011 -0.0190 -0.0130 -0.0150
HG01879 HG01879 0 0 0 1 0.0274 0.0006 0.0019 0.0024 -0.0019 -0.0115 -0.0044 -0.0244 -0.0156 0.0136
HG01880 HG01880 0 0 0 1 0.0152 -0.0013 -0.0136 -0.0030 -0.0089 -0.0085 -0.0057 -0.0118 0.0207 0.0114
HG01882 HG01882 0 0 0 1 0.0343 -0.0038 0.0012 0.0015 0.0054 0.0076 -0.0092 -0.0247 0.0075 -0.0060
HG01883 HG01883 0 0 0 1 0.0296 -0.0008 -0.0019 0.0012 0.0137 -0.0032 0.0015 -0.0253 0.0014 0.0148
HG01885 HG01885 0 0 0 1 0.0336 -0.0045 0.0024 0.0033 -0.0026 0.0064 -0.0064 -0.0119 -0.0040 0.0067
HG01886 HG01886 0 0 0 1 0.0308 -0.0013 0.0016 0.0013 0.0043 -0.0013 0.0005 -0.0263 -0.0025 0.0242
HG01889 HG01889 0 0 0 1 0.0346 -0.0030 0.0002 -0.0006 0.0014 -0.0102 -0.0030 -0.0066 0.0089 0.0018
HG01890 HG01890 0 0 0 1 0.0292 -0.0005 0.0025 0.0020 -0.0014 -0.0014 -0.0092 -0.0224 0.0043 -0.0058
HG01892 HG01892 0 0 0 1 -0.0112 -0.0036 0.0405 -0.0693 -0.0023 -0.0043 -0.0042 0.0030 0.0063 0.0216
HG01893 HG01893 0 0 0 1 -0.0075 0.0012 0.0348 -0.0503 -0.0051 -0.0006 -0.0049 -0.0050 -0.0067 0.0011
HG01894 HG01894 0 0 0 1 0.0322 -0.0025 -0.0019 0.0026 0.0020 0.0026 -0.0009 -0.0215 -0.0099 0.0095
HG01896 HG01896 0 0 0 1 0.0344 -0.0051 0.0011 0.0002 -0.0002 -0.0001 -0.0124 -0.0173 0.0092 0.0035
HG01912 HG01912 0 0 0 1 0.0317 -0.0021 0.0001 -0.0007 -0.0022 0.0003 0.0105 -0.0114 -0.0089 0.0111
HG01914 HG01914 0 0 0 1 0.0284 0.0008 0.0007 0.0012 -0.0056 0.0043 0.0001 -0.0196 -0.0149 0.0013
HG01915 HG01915 0 0 0 1 0.0315 -0.0041 -0.0007 0.0029 0.0013 -0.0000 0.0013 -0.0138 -0.0137 -0.0116
HG01917 HG01917 0 0 0 1 -0.0140 -0.0074 0.0490 -0.0835 -0.0044 -0.0148 0.0034 0.0058 -0.0071 0.0361
HG01918 HG01918 0 0 0 1 -0.0143 -0.0030 0.0442 -0.0711 -0.0078 -0.0058 0.0049 -0.0040 -0.0090 0.0161
HG01920 HG01920 0 0 0 1 -0.0158 -0.0108 0.0551 -0.0968 -0.0092 -0.0133 0.0057 0.0040 0.0016 0.0412
HG01921 HG01921 0 0 0 1 -0.0145 -0.0034 0.0466 -0.0721 -0.0057 -0.0025 0.0043 0.0005 -0.0085 0.0212
HG01923 HG01923 0 0 0 1 -0.0158 -0.0104 0.0526 -0.0903 -0.0111 -0.0127 -0.0065 -0.0000 -0.0087 0.0205
HG01924 HG01924 0 0 0 1 -0.0095 -0.0074 0.0393 -0.0618 -0.0040 -0.0115 -0.0056 -0.0088 -0.0232 0.0136
HG01926 HG01926 0 0 0 1 -0.0163 -0.0121 0.0561 -0.0970 -0.0040 -0.0180 0.0027 0.0028 0.0022 0.0216
HG01927 HG01927 0 0 0 1 -0.0155 -0.0091 0.0535 -0.0905 -0.0079 -0.0140 -0.0040 -0.0057 -0.0156 0.0250
HG01932 HG01932 0 0 0 1 -0.0139 -0.0032 0.0471 -0.0741 -0.0045 -0.0033 -0.0051 0.0009 -0.0031 0.0084
HG01933 HG01933 0 0 0 1 -0.0100 -0.0045 0.0355 -0.0540 -0.0115 -0.0032 0.0021 -0.0006 -0.0141 -0.0013
HG01935 HG01935 0 0 0 1 -0.0145 -0.0025 0.0440 -0.0675 -0.0027 -0.0091 0.0050 0.0029 -0.0038 0.0213
HG01936 HG01936 0 0 0 1 -0.0126 -0.0002 0.0368 -0.0583 -0.0017 0.0036 -0.0026 -0.0052 -0.0031 0.0255
HG01938 HG01938 0 0 0 1 -0.0163 -0.0119 0.0552 -0.0976 -0.0015 -0.0141 0.0065 0.0033 0.0028 0.0269
HG01939 HG01939 0 0 0 1 -0.0143 -0.0038 0.0451 -0.0728 -0.0001 -0.0153 0.0015 -0.0047 0.0004 0.0307
HG01941 HG01941 0 0 0 1 -0.0118 -0.0071 0.0466 -0.0774 0.0040 -0.0099 0.0074 0.0023 -0.0055 0.0058
HG01942 HG01942 0 0 0 1 -0.0150 -0.0062 0.0458 -0.0772 0.0015 -0.0004 0.0074 0.0137 0.0047 0.0210
HG01944 HG01944 0 0 0 1 -0.0148 -0.0160 0.0317 -0.0432 -0.0009 -0.0081 -0.0007 -0.0022 -0.0145 0.0189
HG01945 HG01945 0 0 0 1 -0.0145 -0.0044 0.0443 -0.0725 -0.0009 -0.0053 -0.0053 0.0055 0.0006 0.0211
HG01947 HG01947 0 0 0 1 -0.0125 0.0012 0.0359 -0.0524 0.0069 0.0032 0.0054 -0.0055 0.0158 -0.0021
HG01948 HG01948 0 0 0 1 -0.0062 -0.0074 0.0369 -0.0601 -0.0054 0.0001 -0.0005 -0.0003 -0.0090 0.0069
HG01950 HG01950 0 0 0 1 -0.0126 -0.0079 0.0476 -0.0810 -0.0028 -0.0149 0.0068 0.0035 0.0083 0.0065
HG01951 HG01951 0 0 0 1 -0.0153 -0.0118 0.0506 -0.0921 -0.0050 -0.0148 -0.0036 -0.0030 0.0084 0.0155
HG01953 HG01953 0 0 0 1 -0.0150 -0.0085 0.0487 -0.0855 -0.0038 -0.0087 -0.0041 -0.0007 0.0061 0.0205
HG01954 HG01954 0 0 0 1 -0.0151 -0.0103 0.0501 -0.0851 -0.0034 -0.0131 -0.0064 0.0099 -0.0014 0.0187
HG01956 HG01956 0 0 0 1 0.0322 -0.0002 0.0028 0.0023 0.0032 -0.0013 -0.0078 -0.0186 0.0107 -0.0026
HG01958 HG01958 0 0 0 1 0.0289 -0.0013 0.0020 0.0023 -0.0034 -0.0111 -0.0056 -0.0217 -0.0056 0.0091
HG01961 HG01961 0 0 0 1 -0.0163 -0.0128 0.0538 -0.0961 -0.0046 -0.0212 0.0093 -0.0056 0.0043 0.0069
HG01965 HG01965 0 0 0 1 -0.0088 0.0004 0.0347 -0.0514 -0.0034 0.0044 -0.0024 -0.0163 -0.0133 -0.0210
HG01967 HG01967 0 0 0 1 -0.0129 0.0012 0.0365 -0.0558 -0.0090 -0.0024 -0.0112 0.0101 -0.0089 0.0184
HG01968 HG01968 0 0 0 1 -0.0157 -0.0115 0.0531 -0.0923 -0.0005 -0.0125 -0.0012 0.0114 -0.0046 0.0290
HG01971 HG01971 0 0 0 1 -0.0064 -0.0007 0.0328 -0.0479 0.0025 -0.0019 -0.0013 0.0057 -0.0042 -0.0007
HG01973 HG01973 0 0 0 1 -0.0137 -0.0058 0.0457 -0.0773 -0.0105 -0.0113 -0.0020 -0.0032 -0.0062 0.0190
HG01974 HG01974 0 0 0 1 -0.0158 -0.0117 0.0518 -0.0916 0.0002 -0.0104 -0.0024 -0.0190 -0.0126 0.0186
HG01976 HG01976 0 0 0 1 -0.0134 -0.0011 0.0411 -0.0615 -0.0073 -0.0073 -0.0118 -0.0079 -0.0075 0.0040
HG01977 HG01977 0 0 0 1 -0.0144 -0.0038 0.0467 -0.0734 -0.0121 -0.0016 0.0044 0.0034 -0.0030 0.0104
HG01979 HG01979 0 0 0 1 -0.0133 -0.0014 0.0403 -0.0655 -0.0087 -0.0107 0.0112 0.0092 -0.0136 0.0181
HG01980 HG01980 0 0 0 1 -0.0132 -0.0026 0.0426 -0.0661 -0.0027 -0.0119 -0.0033 -0.0013 -0.0080 0.0005
HG01982 HG01982 0 0 0 1 -0.0150 -0.0040 0.0448 -0.0696 -0.0025 -0.0015 0.0033 0.0060 -0.0003 0.0232
HG01985 HG01985 0 0 0 1 0.0320 -0.0030 -0.0006 -0.0009 0.0088 -0.0021 -0.0029 -0.0145 -0.0059 -0.0055
HG01986 HG01986 0 0 0 1 0.0302 -0.0005 0.0043 0.0014 -0.0020 -0.0066 -0.0106 -0.0296 0.0150 0.0213
HG01988 HG01988 0 0 0 1 0.0147 0.0119 0.0037 0.0093 0.0028 -0.0021 0.0054 -0.0064 -0.0266 0.0176
HG01989 HG01989 0 0 0 1 0.0287 0.0008 0.0016 0.0015 -0.0015 0.0014 0.0019 -0.0186 0.0045 0.0119
HG01990 HG01990 0 0 0 1 0.0318 -0.0029 -0.0002 0.0011 0.0013 -0.0050 0.0043 -0.0181 0.0014 -0.0049
HG01991 HG01991 0 0 0 1 -0.0137 -0.0038 0.0409 -0.0672 -0.0108 -0.0095 0.0063 -0.0006 0.0001 0.0066
HG01992 HG01992 0 0 0 1 -0.0152 -0.0087 0.0491 -0.0872 0.0021 -0.0157 0.0018 0.0041 -0.0082 0.0182
HG01997 HG01997 0 0 0 1 -0.0148 -0.0075 0.0479 -0.0852 -0.0057 -0.0106 0.0023 -0.0020 0.0067 0.0396
HG02002 HG02002 0 0 0 1 -0.0150 -0.0038 0.0450 -0.0706 -0.0135 -0.0028 -0.0008 -0.0030 0.0068 0.0003
HG02003 HG02003 0 0 0 1 -0.0143 -0.0059 0.0467 -0.0759 -0.0064 -0.0138 0.0007 0.0048 0.0122 0.0365
HG02006 HG02006 0 0 0 1 0.0059 0.0018 0.0233 -0.0256 -0.0089 0.0118 -0.0015 -0.0064 -0.0062 0.0002
HG02008 HG02008 0 0 0 1 -0.0146 -0.0066 0.0476 -0.0784 -0.0018 -0.0154 0.0009 -0.0137 0.0090 0.0102
