FID IID FA MO SEX AFF PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
HG03986 HG03986 0 0 0 1 -0.0105 0.0071 -0.0375 -0.0181 -0.0047 0.0079 0.0043 0.0083 0.0295 -0.0178
HG03989 HG03989 0 0 0 1 -0.0109 0.0052 -0.0410 -0.0151 0.0052 -0.0004 -0.0081 -0.0034 0.0403 0.0022
HG03990 HG03990 0 0 0 1 -0.0101 0.0033 -0.0400 -0.0208 0.0050 -0.0014 -0.0116 -0.0029 0.0312 -0.0120
HG03991 HG03991 0 0 0 1 -0.0109 0.0058 -0.0400 -0.0157 0.0011 0.0060 0.0088 0.0104 0.0187 0.0055
HG03995 HG03995 0 0 0 1 -0.0107 0.0039 -0.0382 -0.0175 -0.0060 0.0028 -0.0031 0.0031 0.0369 -0.0170
HG03999 HG03999 0 0 0 1 -0.0105 0.0047 -0.0402 -0.0184 0.0008 0.0022 0.0029 0.0073 0.0195 0.0122
HG04001 HG04001 0 0 0 1 -0.0110 0.0032 -0.0408 -0.0155 0.0001 -0.0028 -0.0072 -0.0060 0.0140 -0.0019
HG04002 HG04002 0 0 0 1 -0.0103 0.0044 -0.0416 -0.0167 0.0020 0.0010 0.0040 0.0129 0.0041 -0.0102
HG04003 HG04003 0 0 0 1 -0.0108 0.0078 -0.0344 -0.0134 0.0121 -0.0122 -0.0068 -0.0075 0.0105 0.0082
HG04006 HG04006 0 0 0 1 -0.0105 0.0032 -0.0393 -0.0175 0.0041 0.0080 0.0138 0.0055 0.0434 0.0039
HG04014 HG04014 0 0 0 1 -0.0107 0.0041 -0.0392 -0.0163 -0.0077 0.0019 0.0097 -0.0004 0.0363 -0.0113
HG04015 HG04015 0 0 0 1 -0.0108 0.0047 -0.0420 -0.0163 -0.0078 0.0054 -0.0055 -0.0034 0.0061 -0.0057
HG04017 HG04017 0 0 0 1 -0.0110 0.0043 -0.0422 -0.0189 0.0012 0.0104 0.0089 -0.0016 0.0106 -0.0434
HG04018 HG04018 0 0 0 1 -0.0099 0.0065 -0.0406 -0.0144 -0.0037 0.0141 0.0137 -0.0114 0.0188 0.0078
HG04019 HG04019 0 0 0 1 -0.0106 0.0064 -0.0395 -0.0188 -0.0053 -0.0037 -0.0061 0.0013 0.0150 -0.0099
HG04020 HG04020 0 0 0 1 -0.0101 0.0051 -0.0351 -0.0148 -0.0090 -0.0076 0.0056 -0.0008 0.0245 -0.0197
HG04022 HG04022 0 0 0 1 -0.0100 0.0058 -0.0411 -0.0171 0.0060 -0.0009 0.0041 0.0047 0.0159 0.0011
HG04023 HG04023 0 0 0 1 -0.0109 0.0036 -0.0473 -0.0198 0.0060 0.0047 0.0191 0.0023 0.0252 -0.0384
HG04025 HG04025 0 0 0 1 -0.0105 0.0043 -0.0461 -0.0194 0.0008 0.0079 0.0091 -0.0048 0.0285 -0.0247
HG04026 HG04026 0 0 0 1 -0.0101 0.0047 -0.0499 -0.0203 0.0009 0.0011 0.0104 0.0125 0.0271 -0.0311
HG04029 HG04029 0 0 0 1 -0.0105 0.0048 -0.0417 -0.0123 -0.0067 -0.0046 0.0049 -0.0037 0.0181 -0.0061
HG04033 HG04033 0 0 0 1 -0.0104 0.0035 -0.0411 -0.0173 0.0017 -0.0048 0.0012 0.0093 0.0283 -0.0086
HG04035 HG04035 0 0 0 1 -0.0098 0.0051 -0.0385 -0.0164 0.0008 0.0050 0.0079 -0.0111 0.0110 -0.0131
HG04038 HG04038 0 0 0 1 -0.0111 0.0039 -0.0404 -0.0164 -0.0037 0.0107 0.0074 0.0044 0.0455 0.0067
HG04039 HG04039 0 0 0 1 -0.0106 0.0037 -0.0391 -0.0137 -0.0005 0.0024 -0.0032 -0.0102 0.0345 -0.0142
HG04042 HG04042 0 0 0 1 -0.0114 0.0042 -0.0412 -0.0210 0.0025 0.0086 0.0008 0.0024 0.0247 -0.0019
HG04047 HG04047 0 0 0 1 -0.0101 0.0046 -0.0405 -0.0170 -0.0015 -0.0000 -0.0006 0.0086 0.0278 -0.0107
HG04054 HG04054 0 0 0 1 -0.0104 0.0046 -0.0443 -0.0210 0.0138 0.0020 0.0024 -0.0143 0.0202 -0.0372
HG04059 HG04059 0 0 0 1 -0.0099 0.0057 -0.0395 -0.0180 0.0031 0.0079 0.0087 0.0063 0.0169 0.0028
HG04060 HG04060 0 0 0 1 -0.0101 0.0077 -0.0351 -0.0166 0.0013 -0.0015 -0.0056 0.0021 0.0165 0.0087
HG04061 HG04061 0 0 0 1 -0.0107 0.0018 -0.0459 -0.0219 0.0020 0.0098 0.0029 0.0029 0.0303 -0.0144
HG04062 HG04062 0 0 0 1 -0.0100 0.0017 -0.0471 -0.0192 -0.0020 0.0012 0.0008 0.0047 0.0126 -0.0129
HG04063 HG04063 0 0 0 1 -0.0106 0.0032 -0.0479 -0.0223 -0.0001 0.0014 0.0079 0.0066 0.0026 -0.0401
HG04075 HG04075 0 0 0 1 -0.0107 0.0052 -0.0410 -0.0156 -0.0058 -0.0047 -0.0000 0.0004 0.0075 -0.0014
HG04076 HG04076 0 0 0 1 -0.0107 0.0050 -0.0363 -0.0160 0.0008 0.0102 0.0022 -0.0090 0.0287 0.0200
HG04080 HG04080 0 0 0 1 -0.0105 0.0073 -0.0359 -0.0146 -0.0029 0.0026 0.0014 -0.0007 0.0103 0.0198
HG04090 HG04090 0 0 0 1 -0.0107 0.0041 -0.0393 -0.0166 0.0073 0.0036 0.0011 -0.0037 0.0291 0.0070
HG04093 HG04093 0 0 0 1 -0.0106 0.0054 -0.0416 -0.0211 -0.0008 -0.0001 -0.0019 0.0172 0.0270 0.0047
HG04094 HG04094 0 0 0 1 -0.0107 0.0044 -0.0402 -0.0167 0.0091 -0.0057 0.0100 -0.0076 0.0266 -0.0187
HG04096 HG04096 0 0 0 1 -0.0108 0.0049 -0.0459 -0.0180 -0.0018 -0.0047 -0.0022 0.0088 0.0077 -0.0233
HG04098 HG04098 0 0 0 1 -0.0108 0.0063 -0.0393 -0.0194 0.0025 0.0066 0.0097 0.0018 0.0211 0.0035
HG04099 HG04099 0 0 0 1 -0.0101 0.0042 -0.0410 -0.0206 -0.0029 -0.0019 0.0013 -0.0061 0.0252 0.0031
HG04100 HG04100 0 0 0 1 -0.0098 0.0042 -0.0390 -0.0198 0.0091 -0.0044 0.0003 0.0029 0.0099 0.0129
HG04106 HG04106 0 0 0 1 -0.0105 0.0061 -0.0404 -0.0170 0.0041 0.0030 0.0086 0.0061 0.0352 -0.0284
HG04107 HG04107 0 0 0 1 -0.0093 0.0060 -0.0403 -0.0192 -0.0025 -0.0006 -0.0009 0.0211 0.0263 -0.0003
HG04118 HG04118 0 0 0 1 -0.0107 0.0051 -0.0444 -0.0160 -0.0047 -0.0054 0.0115 0.0050 0.0384 -0.0003
HG04131 HG04131 0 0 0 1 -0.0110 0.0010 -0.0321 -0.0160 -0.0068 -0.0004 0.0047 0.0007 0.0132 -0.0025
HG04134 HG04134 0 0 0 1 -0.0108 0.0021 -0.0350 -0.0131 -0.0077 -0.0022 -0.0008 -0.0070 0.0087 0.0002
HG04140 HG04140 0 0 0 1 -0.0124 -0.0004 -0.0330 -0.0095 0.0092 -0.0015 -0.0042 0.0063 0.0209 0.0058
HG04141 HG04141 0 0 0 1 -0.0116 -0.0002 -0.0310 -0.0134 -0.0032 0.0002 0.0074 -0.0064 0.0081 -0.0024
HG04144 HG04144 0 0 0 1 -0.0119 0.0036 -0.0334 -0.0142 -0.0036 -0.0024 0.0001 -0.0081 0.0069 -0.0035
HG04146 HG04146 0 0 0 1 -0.0115 0.0007 -0.0321 -0.0153 -0.0020 0.0015 0.0069 -0.0010 -0.0063 -0.0105
HG04152 HG04152 0 0 0 1 -0.0118 0.0018 -0.0358 -0.0112 -0.0079 -0.0031 -0.0028 -0.0016 -0.0023 0.0028
HG04153 HG04153 0 0 0 1 -0.0109 0.0026 -0.0341 -0.0126 -0.0072 -0.0031 0.0040 0.0054 0.0136 -0.0047
HG04155 HG04155 0 0 0 1 -0.0106 0.0012 -0.0359 -0.0165 -0.0013 -0.0017 -0.0097 -0.0070 0.0229 0.0007
HG04156 HG04156 0 0 0 1 -0.0112 0.0010 -0.0321 -0.0104 0.0019 -0.0007 -0.0056 0.0053 0.0025 0.0052
HG04158 HG04158 0 0 0 1 -0.0111 0.0003 -0.0343 -0.0141 -0.0063 -0.0049 -0.0033 0.0022 0.0157 -0.0007
HG04159 HG04159 0 0 0 1 -0.0106 0.0029 -0.0340 -0.0133 -0.0001 -0.0118 0.0028 0.0026 0.0125 0.0170
HG04161 HG04161 0 0 0 1 -0.0112 0.0003 -0.0318 -0.0165 0.0038 -0.0007 -0.0020 -0.0007 0.0110 -0.0072
HG04164 HG04164 0 0 0 1 -0.0111 0.0012 -0.0347 -0.0129 -0.0077 0.0007 -0.0099 0.0011 0.0092 -0.0010
HG04171 HG04171 0 0 0 1 -0.0110 0.0009 -0.0345 -0.0117 -0.0036 -0.0073 0.0064 -0.0122 0.0194 -0.0165
HG04173 HG04173 0 0 0 1 -0.0120 0.0015 -0.0354 -0.0134 -0.0110 -0.0066 -0.0035 -0.0036 0.0183 -0.0038
HG04176 HG04176 0 0 0 1 -0.0112 0.0022 -0.0341 -0.0161 0.0045 -0.0080 0.0023 0.0133 0.0197 -0.0028
HG04177 HG04177 0 0 0 1 -0.0121 0.0014 -0.0331 -0.0103 -0.0062 -0.0090 0.0048 -0.0126 0.0126 0.0042
HG04180 HG04180 0 0 0 1 -0.0111 0.0025 -0.0347 -0.0145 -0.0114 0.0044 0.0013 -0.0041 0.0053 -0.0102
HG04182 HG04182 0 0 0 1 -0.0117 0.0009 -0.0357 -0.0116 0.0053 -0.0009 0.0017 -0.0006 0.0244 -0.0001
HG04183 HG04183 0 0 0 1 -0.0114 0.0016 -0.0326 -0.0154 0.0021 -0.0031 -0.0011 0.0171 0.0178 0.0103
HG04185 HG04185 0 0 0 1 -0.0116 0.0037 -0.0419 -0.0212 0.0066 0.0042 -0.0083 -0.0108 0.0253 -0.0028
HG04186 HG04186 0 0 0 1 -0.0110 0.0025 -0.0419 -0.0191 0.0054 -0.0048 -0.0000 0.0071 0.0103 -0.0169
HG04188 HG04188 0 0 0 1 -0.0114 0.0025 -0.0336 -0.0144 -0.0087 0.0037 -0.0072 -0.0001 -0.0095 0.0033
HG04189 HG04189 0 0 0 1 -0.0102 0.0011 -0.0324 -0.0119 -0.0017 0.0024 0.0021 -0.0029 0.0139 0.0011
HG04194 HG04194 0 0 0 1 -0.0103 0.0029 -0.0372 -0.0143 -0.0032 -0.0083 -0.0069 0.0003 0.0116 0.0308
HG04195 HG04195 0 0 0 1 -0.0116 0.0009 -0.0315 -0.0162 0.0006 0.0008 -0.0103 -0.0033 0.0282 0.0038
HG04198 HG04198 0 0 0 1 -0.0109 0.0072 -0.0407 -0.0155 -0.0005 0.0078 0.0015 -0.0023 0.0311 -0.0100
HG04200 HG04200 0 0 0 1 -0.0096 0.0059 -0.0377 -0.0166 0.0005 0.0052 -0.0008 0.0120 0.0270 0.0057
HG04202 HG04202 0 0 0 1 -0.0109 0.0058 -0.0416 -0.0171 0.0019 0.0047 -0.0129 -0.0034 0.0098 -0.0187
HG04206 HG04206 0 0 0 1 -0.0102 0.0065 -0.0384 -0.0141 0.0017 -0.0061 -0.0027 0.0118 0.0130 0.0158
HG04210 HG04210 0 0 0 1 -0.0106 0.0045 -0.0412 -0.0178 0.0008 0.0042 -0.0010 0.0071 0.0176 -0.0175
HG04212 HG04212 0 0 0 1 -0.0105 0.0071 -0.0389 -0.0196 0.0011 0.0127 0.0015 -0.0017 0.0099 0.0063
HG04214 HG04214 0 0 0 1 -0.0102 0.0078 -0.0393 -0.0175 -0.0004 0.0077 0.0005 -0.0072 0.0083 0.0251
HG04216 HG04216 0 0 0 1 -0.0101 0.0034 -0.0402 -0.0166 -0.0076 0.0004 0.0042 0.0017 0.0081 -0.0095
HG04219 HG04219 0 0 0 1 -0.0095 0.0056 -0.0390 -0.0172 0.0008 -0.0033 -0.0047 -0.0092 0.0079 0.0079
HG04222 HG04222 0 0 0 1 -0.0104 0.0040 -0.0418 -0.0180 -0.0068 0.0050 0.0041 -0.0044 0.0191 -0.0075
HG04225 HG04225 0 0 0 1 -0.0107 0.0061 -0.0406 -0.0174 0.0046 -0.0008 0.0067 0.0055 0.0395 -0.0152
HG04227 HG04227 0 0 0 1 -0.0115 0.0008 -0.0427 -0.0176 0.0113 0.0010 -0.0162 0.0016 0.0084 0.0112
HG04229 HG04229 0 0 0 1 -0.0109 0.0059 -0.0386 -0.0176 -0.0130 -0.0029 0.0082 0.0032 0.0221 -0.0088
HG04235 HG04235 0 0 0 1 -0.0099 0.0055 -0.0362 -0.0137 -0.0022 0.0076 0.0055 -0.0017 0.0179 0.0090
HG04238 HG04238 0 0 0 1 -0.0107 0.0048 -0.0384 -0.0184 0.0015 0.0101 -0.0030 0.0018 0.0104 0.0063
HG04239 HG04239 0 0 0 1 -0.0107 0.0039 -0.0416 -0.0149 0.0013 0.0047 0.0031 -0.0018 0.0325 0.0110
NA06984 NA06984 0 0 0 1 -0.0110 0.0268 0.0108 0.0181 0.0057 -0.0065 0.0165 0.0034 -0.0116 0.0217
NA06985 NA06985 0 0 0 1 -0.0105 0.0269 0.0113 0.0179 0.0025 -0.0075 -0.0067 -0.0041 -0.0141 0.0257
NA06986 NA06986 0 0 0 1 -0.0106 0.0268 0.0114 0.0199 -0.0039 -0.0161 0.0070 -0.0057 -0.0055 0.0303
NA06989 NA06989 0 0 0 1 -0.0104 0.0277 0.0101 0.0186 0.0038 -0.0144 -0.0004 0.0018 -0.0039 0.0186
NA06994 NA06994 0 0 0 1 -0.0116 0.0269 0.0099 0.0206 0.0049 -0.0071 -0.0038 -0.0083 -0.0048 0.0378
NA07000 NA07000 0 0 0 1 -0.0109 0.0280 0.0131 0.0185 0.0059 -0.0135 0.0005 -0.0106 -0.0222 0.0256
NA07037 NA07037 0 0 0 1 -0.0107 0.0283 0.0091 0.0204 0.0004 -0.0080 0.0086 -0.0020 -0.0097 0.0390
NA07048 NA07048 0 0 0 1 -0.0098 0.0277 0.0105 0.0225 0.0041 -0.0133 -0.0006 -0.0018 -0.0109 0.0388
NA07051 NA07051 0 0 0 1 -0.0114 0.0283 0.0100 0.0166 -0.0059 -0.0230 0.0019 -0.0071 0.0111 0.0451
NA07056 NA07056 0 0 0 1 -0.0111 0.0279 0.0120 0.0217 0.0033 -0.0124 0.0052 -0.0107 -0.0243 0.0290
NA07347 NA07347 0 0 0 1 -0.0113 0.0293 0.0125 0.0190 0.0055 0.0006 0.0090 -0.0104 -0.0061 0.0158
NA07357 NA07357 0 0 0 1 -0.0107 0.0291 0.0096 0.0166 -0.0058 -0.0041 -0.0119 0.0093 0.0019 0.0229
NA10847 NA10847 0 0 0 1 -0.0106 0.0281 0.0139 0.0165 0.0018 -0.0145 0.0196 0.0082 -0.0116 0.0245
NA10851 NA10851 0 0 0 1 -0.0114 0.0288 0.0129 0.0204 0.0020 -0.0156 -0.0013 -0.0073 -0.0205 0.0051
NA11829 NA11829 0 0 0 1 -0.0114 0.0271 0.0101 0.0183 0.0038 -0.0260 -0.0070 -0.0120 0.0048 0.0165
NA11830 NA11830 0 0 0 1 -0.0103 0.0273 0.0126 0.0171 -0.0037 -0.0164 0.0093 -0.0091 -0.0155 0.0313
NA11831 NA11831 0 0 0 1 -0.0106 0.0278 0.0110 0.0176 0.0013 -0.0077 0.0020 -0.0042 0.0073 0.0361
NA11832 NA11832 0 0 0 1 -0.0109 0.0277 0.0105 0.0187 0.0038 -0.0068 -0.0008 -0.0061 -0.0087 0.0205
NA11840 NA11840 0 0 0 1 -0.0103 0.0272 0.0118 0.0178 0.0087 -0.0233 0.0014 0.0044 0.0069 -0.0049
NA11843 NA11843 0 0 0 1 -0.0102 0.0280 0.0111 0.0200 0.0058 -0.0085 0.0128 -0.0020 0.0172 0.0259
NA11881 NA11881 0 0 0 1 -0.0107 0.0260 0.0087 0.0187 0.0070 -0.0138 0.0040 -0.0024 -0.0145 0.0431
NA11892 NA11892 0 0 0 1 -0.0110 0.0271 0.0109 0.0188 -0.0045 -0.0100 0.0020 0.0099 -0.0142 0.0370
NA11893 NA11893 0 0 0 1 -0.0116 0.0272 0.0096 0.0146 -0.0061 -0.0044 0.0031 -0.0065 -0.0196 0.0257
NA11894 NA11894 0 0 0 1 -0.0106 0.0282 0.0107 0.0175 0.0057 -0.0145 -0.0056 0.0115 -0.0154 0.0259
NA11918 NA11918 0 0 0 1 -0.0111 0.0274 0.0117 0.0158 -0.0001 -0.0051 0.0066 -0.0094 -0.0159 0.0158
NA11919 NA11919 0 0 0 1 -0.0113 0.0272 0.0085 0.0166 0.0067 -0.0109 -0.0047 0.0034 0.0017 0.0437
NA11920 NA11920 0 0 0 1 -0.0103 0.0283 0.0110 0.0198 0.0070 -0.0164 0.0066 -0.0083 0.0099 0.0148
NA11930 NA11930 0 0 0 1 -0.0113 0.0261 0.0105 0.0195 -0.0014 -0.0077 -0.0082 -0.0002 -0.0154 0.0270
NA11931 NA11931 0 0 0 1 -0.0112 0.0274 0.0096 0.0172 -0.0005 -0.0118 0.0034 -0.0127 -0.0167 0.0236
NA11932 NA11932 0 0 0 1 -0.0102 0.0276 0.0072 0.0162 -0.0010 -0.0148 0.0095 0.0011 0.0078 0.0254
NA11933 NA11933 0 0 0 1 -0.0112 0.0279 0.0089 0.0186 0.0026 0.0014 0.0028 -0.0020 0.0004 0.0336
NA11992 NA11992 0 0 0 1 -0.0110 0.0285 0.0104 0.0178 -0.0062 -0.0042 0.0020 -0.0054 -0.0076 0.0398
NA11994 NA11994 0 0 0 1 -0.0112 0.0272 0.0127 0.0170 -0.0101 -0.0100 -0.0015 -0.0062 -0.0087 0.0367
NA11995 NA11995 0 0 0 1 -0.0100 0.0288 0.0107 0.0202 -0.0016 -0.0164 0.0108 -0.0089 -0.0041 0.0394
NA12003 NA12003 0 0 0 1 -0.0109 0.0273 0.0115 0.0156 0.0013 -0.0274 0.0009 0.0029 0.0002 0.0123
NA12004 NA12004 0 0 0 1 -0.0100 0.0281 0.0105 0.0216 -0.0105 -0.0034 0.0067 0.0053 -0.0183 0.0251
NA12005 NA12005 0 0 0 1 -0.0107 0.0289 0.0131 0.0181 0.0038 -0.0106 -0.0044 -0.0070 0.0009 0.0164
NA12006 NA12006 0 0 0 1 -0.0111 0.0287 0.0125 0.0182 0.0083 -0.0076 -0.0000 -0.0042 0.0042 0.0319
NA12043 NA12043 0 0 0 1 -0.0110 0.0274 0.0107 0.0198 -0.0074 -0.0019 -0.0004 0.0044 -0.0117 0.0187
NA12044 NA12044 0 0 0 1 -0.0111 0.0289 0.0112 0.0187 0.0042 -0.0139 -0.0114 -0.0066 -0.0040 0.0283
NA12045 NA12045 0 0 0 1 -0.0108 0.0277 0.0102 0.0171 0.0068 -0.0095 0.0002 0.0079 -0.0062 0.0436
NA12046 NA12046 0 0 0 1 -0.0113 0.0263 0.0099 0.0178 0.0063 -0.0150 0.0039 -0.0029 -0.0157 0.0286
NA12058 NA12058 0 0 0 1 -0.0107 0.0279 0.0085 0.0209 0.0007 -0.0120 -0.0012 -0.0093 -0.0048 0.0390
NA12144 NA12144 0 0 0 1 -0.0116 0.0261 0.0079 0.0161 -0.0035 -0.0061 -0.0017 -0.0044 0.0033 0.0263
NA12154 NA12154 0 0 0 1 -0.0111 0.0272 0.0119 0.0199 -0.0018 -0.0111 0.0000 0.0101 -0.0031 0.0279
NA12155 NA12155 0 0 0 1 -0.0105 0.0282 0.0081 0.0169 0.0048 -0.0015 -0.0052 -0.0023 -0.0146 0.0390
NA12156 NA12156 0 0 0 1 -0.0117 0.0277 0.0111 0.0160 -0.0041 0.0012 0.0084 0.0022 0.0018 0.0391
NA12234 NA12234 0 0 0 1 -0.0110 0.0275 0.0096 0.0206 -0.0032 -0.0064 -0.0017 0.0047 -0.0242 0.0330
NA12249 NA12249 0 0 0 1 -0.0116 0.0263 0.0105 0.0164 -0.0070 -0.0271 0.0078 -0.0038 -0.0012 0.0187
NA12272 NA12272 0 0 0 1 -0.0110 0.0276 0.0129 0.0206 0.0046 -0.0049 0.0008 0.0042 -0.0021 0.0262
NA12273 NA12273 0 0 0 1 -0.0112 0.0274 0.0094 0.0183 -0.0023 -0.0084 -0.0062 -0.0013 -0.0060 0.0210
NA12275 NA12275 0 0 0 1 -0.0099 0.0270 0.0114 0.0170 0.0027 -0.0175 0.0051 -0.0117 -0.0007 0.0247
NA12282 NA12282 0 0 0 1 -0.0119 0.0285 0.0120 0.0184 -0.0031 -0.0057 -0.0098 0.0098 -0.0120 0.0178
NA12283 NA12283 0 0 0 1 -0.0106 0.0273 0.0129 0.0204 0.0027 -0.0063 -0.0038 -0.0012 0.0111 0.0417
NA12286 NA12286 0 0 0 1 -0.0114 0.0280 0.0090 0.0175 0.0068 -0.0116 0.0028 -0.0010 -0.0032 0.0204
NA12287 NA12287 0 0 0 1 -0.0102 0.0278 0.0106 0.0178 -0.0074 -0.0008 0.0018 -0.0020 -0.0089 0.0366
NA12340 NA12340 0 0 0 1 -0.0105 0.0289 0.0095 0.0186 0.0090 -0.0135 -0.0008 -0.0099 0.0039 0.0267
NA12341 NA12341 0 0 0 1 -0.0102 0.0266 0.0108 0.0186 0.0044 -0.0116 0.0118 -0.0054 -0.0217 0.0412
NA12342 NA12342 0 0 0 1 -0.0106 0.0281 0.0104 0.0164 0.0029 -0.0112 -0.0039 -0.0060 -0.0054 0.0333
NA12347 NA12347 0 0 0 1 -0.0103 0.0268 0.0119 0.0193 0.0058 -0.0185 0.0014 0.0151 0.0004 0.0108
NA12348 NA12348 0 0 0 1 -0.0111 0.0261 0.0107 0.0171 0.0012 -0.0073 0.0011 -0.0055 -0.0147 0.0413
NA12399 NA12399 0 0 0 1 -0.0115 0.0282 0.0092 0.0175 -0.0116 -0.0017 0.0091 0.0008 -0.0126 0.0276
NA12400 NA12400 0 0 0 1 -0.0113 0.0281 0.0096 0.0174 0.0012 -0.0025 -0.0047 -0.0051 0.0064 0.0413
NA12413 NA12413 0 0 0 1 -0.0109 0.0289 0.0117 0.0155 0.0005 0.0020 0.0030 0.0000 -0.0039 0.0068
NA12414 NA12414 0 0 0 1 -0.0104 0.0282 0.0131 0.0181 0.0023 -0.0087 0.0074 -0.0013 -0.0123 0.0432
NA12489 NA12489 0 0 0 1 -0.0104 0.0283 0.0090 0.0213 0.0006 -0.0081 0.0116 -0.0033 -0.0003 0.0267
NA12546 NA12546 0 0 0 1 -0.0107 0.0276 0.0087 0.0199 -0.0067 -0.0079 0.0026 0.0030 0.0046 0.0243
NA12716 NA12716 0 0 0 1 -0.0113 0.0282 0.0122 0.0170 -0.0054 -0.0172 0.0003 -0.0071 0.0038 0.0248
NA12717 NA12717 0 0 0 1 -0.0107 0.0271 0.0105 0.0154 -0.0013 -0.0107 -0.0009 -0.0001 -0.0024 0.0266
NA12718 NA12718 0 0 0 1 -0.0109 0.0269 0.0116 0.0184 0.0036 -0.0176 -0.0035 -0.0103 -0.0167 0.0334
NA12748 NA12748 0 0 0 1 -0.0114 0.0267 0.0102 0.0207 -0.0035 -0.0098 0.0046 0.0024 -0.0086 0.0308
NA12749 NA12749 0 0 0 1 -0.0112 0.0290 0.0111 0.0197 -0.0039 -0.0043 0.0078 -0.0018 0.0011 0.0160
NA12750 NA12750 0 0 0 1 -0.0097 0.0273 0.0112 0.0184 0.0012 -0.0034 -0.0006 0.0005 -0.0217 0.0094
NA12751 NA12751 0 0 0 1 -0.0104 0.0295 0.0092 0.0220 0.0042 -0.0084 0.0094 -0.0046 -0.0118 0.0471
NA12760 NA12760 0 0 0 1 -0.0100 0.0276 0.0087 0.0190 0.0055 -0.0072 0.0074 0.0031 0.0017 0.0422
NA12761 NA12761 0 0 0 1 -0.0110 0.0270 0.0101 0.0170 -0.0033 -0.0122 -0.0059 -0.0035 -0.0277 0.0379
NA12762 NA12762 0 0 0 1 -0.0110 0.0291 0.0125 0.0201 -0.0094 -0.0092 0.0017 0.0015 0.0078 0.0373
NA12763 NA12763 0 0 0 1 -0.0105 0.0261 0.0116 0.0205 0.0014 -0.0099 -0.0004 0.0023 -0.0068 0.0174
NA12775 NA12775 0 0 0 1 -0.0112 0.0286 0.0113 0.0171 -0.0020 -0.0151 0.0047 0.0031 -0.0116 0.0271
NA12776 NA12776 0 0 0 1 -0.0105 0.0285 0.0128 0.0177 -0.0045 -0.0219 0.0033 -0.0024 -0.0003 0.0309
NA12777 NA12777 0 0 0 1 -0.0109 0.0285 0.0098 0.0182 0.0109 -0.0068 0.0083 -0.0062 -0.0175 0.0417
NA12778 NA12778 0 0 0 1 -0.0112 0.0277 0.0142 0.0182 0.0040 -0.0072 -0.0035 -0.0023 -0.0010 0.0305
NA12812 NA12812 0 0 0 1 -0.0106 0.0286 0.0092 0.0181 0.0031 -0.0098 0.0030 -0.0026 -0.0157 0.0395
NA12813 NA12813 0 0 0 1 -0.0111 0.0287 0.0111 0.0174 -0.0013 -0.0028 0.0020 -0.0013 -0.0114 0.0272
NA12814 NA12814 0 0 0 1 -0.0097 0.0282 0.0116 0.0173 -0.0026 -0.0144 -0.0032 0.0001 0.0027 0.0193
NA12815 NA12815 0 0 0 1 -0.0102 0.0280 0.0114 0.0161 0.0073 -0.0075 0.0028 -0.0117 -0.0127 0.0383
NA12827 NA12827 0 0 0 1 -0.0104 0.0282 0.0128 0.0169 -0.0004 -0.0100 -0.0001 -0.0065 -0.0042 0.0285
NA12828 NA12828 0 0 0 1 -0.0114 0.0278 0.0084 0.0180 -0.0072 -0.0117 0.0048 -0.0036 -0.0057 0.0360
NA12829 NA12829 0 0 0 1 -0.0108 0.0289 0.0106 0.0188 -0.0007 -0.0090 -0.0076 -0.0036 -0.0178 0.0154
NA12830 NA12830 0 0 0 1 -0.0118 0.0268 0.0125 0.0210 0.0022 -0.0084 0.0027 0.0071 -0.0102 0.0381
NA12842 NA12842 0 0 0 1 -0.0113 0.0298 0.0085 0.0182 0.0081 -0.0127 -0.0030 0.0041 0.0022 0.0416
NA12843 NA12843 0 0 0 1 -0.0114 0.0275 0.0091 0.0185 0.0008 -0.0167 -0.0011 -0.0041 -0.0118 0.0273
NA12872 NA12872 0 0 0 1 -0.0112 0.0280 0.0099 0.0154 0.0062 -0.0100 0.0068 0.0014 -0.0031 0.0183
NA12873 NA12873 0 0 0 1 -0.0110 0.0273 0.0102 0.0196 0.0035 -0.0008 0.0139 -0.0035 -0.0069 0.0243
NA12874 NA12874 0 0 0 1 -0.0107 0.0277 0.0099 0.0184 0.0065 -0.0099 -0.0009 -0.0108 0.0086 0.0241
NA12878 NA12878 0 0 0 1 -0.0104 0.0282 0.0097 0.0191 -0.0013 -0.0143 -0.0074 0.0054 0.0067 0.0361
NA12889 NA12889 0 0 0 1 -0.0103 0.0281 0.0125 0.0179 -0.0025 -0.0080 0.0027 -0.0050 -0.0079 0.0119
NA12890 NA12890 0 0 0 1 -0.0105 0.0260 0.0123 0.0169 -0.0050 -0.0096 0.0111 -0.0058 0.0093 0.0547
NA18486 NA18486 0 0 0 1 0.0365 -0.0061 -0.0003 -0.0002 -0.0047 0.0013 -0.0091 -0.0349 0.0063 -0.0185
NA18488 NA18488 0 0 0 1 0.0366 -0.0046 0.0007 0.0001 -0.0003 -0.0079 -0.0110 -0.0413 -0.0066 0.0010
NA18489 NA18489 0 0 0 1 0.0366 -0.0055 0.0016 0.0013 0.0033 -0.0092 -0.0126 -0.0241 0.0299 0.0045
NA18498 NA18498 0 0 0 1 0.0368 -0.0060 -0.0005 -0.0005 0.0075 -0.0101 -0.0088 -0.0495 0.0022 0.0117
