FID IID FA MO SEX AFF PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
2477 NA20301 0 0 2 2 -0.0240 -0.0021 0.0035 0.0033 -0.0024 -0.0019 -0.0012 0.0032 0.0032 -0.0002
2492 NA20349 0 0 1 2 -0.0228 -0.0040 0.0027 0.0044 0.0030 -0.0025 0.0073 0.0086 -0.0012 -0.0083
2485 NA20337 KING5 NA20336 2 2 -0.0228 -0.0032 0.0016 0.0036 0.0006 -0.0037 0.0010 0.0066 0.0013 0.0040
2446 NA20128 NA20126 NA20127 2 2 -0.0269 -0.0005 0.0025 0.0052 0.0004 -0.0046 0.0002 0.0039 -0.0079 0.0063
2489 NA20344 0 0 2 2 -0.0241 -0.0024 0.0024 0.0038 0.0030 -0.0044 0.0069 0.0093 -0.0005 -0.0059
2483 NA20333 KING6 NA20332 2 2 -0.0278 0.0007 0.0016 0.0031 0.0007 -0.0000 0.0089 0.0115 -0.0015 0.0034
2466 NA20277 KING7 NA20276 2 2 -0.0279 0.0001 0.0021 0.0026 -0.0003 -0.0004 0.0039 0.0029 0.0037 0.0020
2476 NA20300 KING8 NA20299 2 2 -0.0170 0.0037 0.0140 -0.0179 -0.0050 -0.0080 -0.0024 0.0061 0.0039 0.0042
2488 NA20343 NA20342 KING9 1 2 -0.0220 -0.0031 0.0035 0.0060 -0.0003 -0.0022 0.0053 0.0090 -0.0016 0.0003
2472 NA20292 NA20291 KING10 2 2 -0.0229 -0.0025 0.0033 0.0027 -0.0006 -0.0038 -0.0039 0.0033 0.0032 -0.0022
2492 NA20350 NA20349 KING11 1 2 -0.0249 -0.0012 0.0027 0.0037 0.0039 -0.0011 0.0073 0.0084 0.0009 -0.0047
2436 NA19983 NA19982 NA19713 2 2 -0.0245 -0.0019 0.0033 0.0059 0.0000 0.0009 0.0020 0.0095 -0.0041 -0.0041
2467 NA20279 NA20278 KING12 1 2 -0.0158 -0.0086 0.0051 0.0082 -0.0005 -0.0035 -0.0011 0.0074 0.0019 -0.0025
2470 NA20288 KING13 NA20287 1 2 -0.0283 0.0004 0.0018 0.0029 0.0007 -0.0006 0.0077 0.0112 -0.0011 0.0025
2469 NA20284 NA20281 NA20282 1 2 -0.0213 -0.0042 0.0047 0.0055 0.0015 -0.0012 0.0035 0.0055 0.0016 0.0028
2481 NA20322 0 0 2 2 -0.0241 -0.0025 0.0027 0.0047 0.0004 -0.0029 0.0059 0.0062 -0.0051 -0.0028
2437 NA19714 KING14 NA19985 2 2 -0.0173 -0.0062 0.0041 0.0073 -0.0008 -0.0029 -0.0017 0.0064 -0.0013 -0.0014
2494 NA20358 NA20356 NA20357 1 2 -0.0289 0.0012 0.0005 0.0012 -0.0023 0.0009 0.0048 0.0055 0.0034 -0.0015
2496 NA20363 0 0 2 2 -0.0213 -0.0045 0.0023 0.0049 0.0005 -0.0010 -0.0002 0.0049 -0.0024 -0.0041
2495 NA20360 KING15 NA20359 1 2 -0.0241 -0.0030 0.0039 0.0043 0.0041 -0.0021 0.0009 0.0126 0.0002 -0.0059
2433 NA20129 NA19920 NA19921 2 2 -0.0241 0.0002 0.0045 0.0004 0.0012 -0.0025 0.0023 0.0068 0.0006 0.0038
2368 NA19705 NA19703 NA19704 1 2 -0.0294 0.0005 0.0010 0.0022 -0.0009 -0.0049 0.0001 0.0072 -0.0004 -0.0012
2424 NA19836 NA19834 NA19835 2 2 -0.0256 -0.0014 0.0020 0.0043 -0.0018 -0.0084 0.0057 0.0083 -0.0060 -0.0007
2480 NA20319 KING16 NA20317 2 2 -0.0203 -0.0030 0.0062 0.0018 0.0009 -0.0006 -0.0019 0.0086 -0.0041 -0.0000
2489 NA20345 KING17 NA20344 1 2 -0.0257 -0.0016 0.0012 0.0040 0.0018 -0.0052 0.0014 0.0069 0.0001 -0.0035
2477 NA20302 KING18 NA20301 1 2 -0.0254 -0.0016 0.0018 0.0032 -0.0027 -0.0030 0.0013 0.0098 0.0015 -0.0020
2490 NA20347 NA20346 KING19 1 2 -0.0235 -0.0027 0.0028 0.0039 0.0001 -0.0023 -0.0016 0.0078 0.0044 -0.0011
2367 NA19702 NA19700 NA19701 1 2 -0.0275 0.0003 0.0024 0.0016 -0.0024 -0.0070 0.0056 0.0119 0.0042 0.0025
2496 NA20364 KING20 NA20363 2 2 -0.0224 -0.0030 0.0017 0.0043 -0.0011 -0.0013 0.0001 0.0030 0.0002 -0.0010
2485 NA20336 0 0 2 2 -0.0181 -0.0064 0.0037 0.0066 0.0001 -0.0043 0.0006 0.0057 -0.0025 0.0006
2430 NA19915 KING21 NA19914 1 2 -0.0269 -0.0010 0.0009 0.0038 0.0006 -0.0029 -0.0013 0.0082 -0.0058 -0.0016
2369 NA19708 KING22 NA19707 2 2 -0.0198 -0.0044 0.0036 0.0033 0.0019 -0.0042 0.0039 0.0034 -0.0000 -0.0024
2487 NA20341 0 0 2 2 -0.0256 -0.0016 0.0024 0.0032 -0.0000 -0.0037 0.0067 0.0074 -0.0043 0.0005
2431 NA19918 NA19916 NA19917 1 2 -0.0304 0.0014 0.0020 0.0012 0.0002 -0.0037 -0.0017 0.0063 -0.0009 0.0040
2418 NA19828 NA19818 NA19819 1 2 -0.0224 -0.0034 0.0024 0.0032 -0.0021 -0.0062 0.0046 0.0109 -0.0020 -0.0043
2437 NA19985 0 0 2 2 -0.0228 -0.0038 0.0028 0.0056 -0.0007 0.0004 0.0014 0.0084 -0.0022 -0.0012
1377 NA11891 0 0 1 2 0.0110 -0.0267 0.0092 0.0178 -0.0034 -0.0126 -0.0005 0.0010 -0.0058 -0.0052
1444 NA12739 NA12748 NA12749 1 2 0.0110 -0.0268 0.0099 0.0200 -0.0016 -0.0112 -0.0001 -0.0017 -0.0139 -0.0050
1344 NA10850 KING23 NA12058 2 2 0.0110 -0.0276 0.0107 0.0186 0.0010 -0.0108 0.0005 0.0042 -0.0023 -0.0071
1463 NA12877 NA12889 NA12890 1 2 0.0107 -0.0275 0.0095 0.0199 0.0019 -0.0085 -0.0021 0.0009 0.0048 -0.0134
1424 NA10845 NA11930 NA11931 1 2 0.0106 -0.0270 0.0081 0.0178 0.0040 -0.0134 0.0015 0.0045 -0.0044 -0.0044
1346 NA10852 NA12045 KING24 2 2 0.0109 -0.0274 0.0094 0.0175 -0.0014 -0.0121 -0.0006 0.0012 -0.0092 -0.0107
13281 NA12344 NA12347 NA12348 1 2 0.0108 -0.0270 0.0087 0.0192 -0.0012 -0.0142 0.0047 0.0047 -0.0151 -0.0101
1418 NA10837 NA12272 NA12273 1 2 0.0106 -0.0273 0.0085 0.0203 0.0003 -0.0050 -0.0002 0.0013 -0.0001 -0.0110
1353 NA12383 0 0 2 2 0.0105 -0.0273 0.0082 0.0188 0.0006 -0.0017 -0.0019 0.0005 0.0019 -0.0089
1358 NA12708 KING25 NA12718 2 2 0.0110 -0.0264 0.0088 0.0180 0.0005 -0.0136 0.0022 -0.0032 -0.0054 -0.0063
1451 NA12766 NA12775 NA12776 1 2 0.0109 -0.0276 0.0105 0.0173 0.0001 -0.0111 -0.0009 0.0002 -0.0006 -0.0064
1456 NA12817 NA12827 NA12828 1 2 0.0106 -0.0280 0.0103 0.0190 -0.0014 -0.0098 0.0014 0.0041 -0.0047 -0.0080
1421 NA10840 NA12286 NA12287 2 2 0.0111 -0.0271 0.0096 0.0189 -0.0036 -0.0116 -0.0007 0.0029 -0.0042 -0.0012
13291 NA06997 NA06986 NA07045 2 2 0.0107 -0.0277 0.0104 0.0177 0.0020 -0.0081 -0.0026 0.0043 0.0027 -0.0013
1423 NA11917 0 0 1 2 0.0106 -0.0269 0.0078 0.0162 -0.0026 -0.0132 0.0001 -0.0002 -0.0026 -0.0028
13291 NA07435 0 0 1 2 0.0107 -0.0274 0.0079 0.0203 -0.0031 -0.0090 0.0006 0.0011 -0.0034 -0.0066
13291 NA07045 0 0 2 2 0.0109 -0.0279 0.0114 0.0190 -0.0022 -0.0028 -0.0016 0.0021 0.0003 -0.0083
13292 NA07031 0 0 2 2 0.0108 -0.0274 0.0097 0.0179 -0.0004 -0.0065 -0.0034 0.0017 -0.0069 -0.0035
1330 NA12336 NA12342 NA12343 2 2 0.0107 -0.0273 0.0096 0.0194 -0.0007 -0.0080 -0.0014 0.0030 -0.0042 -0.0039
1345 NA07349 NA07347 NA07346 1 2 0.0110 -0.0270 0.0112 0.0184 -0.0017 -0.0091 -0.0018 0.0019 -0.0035 -0.0014
1353 NA12375 KING26 NA12383 1 2 0.0105 -0.0272 0.0083 0.0194 -0.0003 -0.0079 -0.0004 0.0011 0.0039 -0.0034
1330 NA12343 0 0 2 2 0.0106 -0.0271 0.0089 0.0195 0.0002 -0.0051 -0.0004 0.0011 -0.0053 -0.0034
1330 NA12335 NA12340 NA12341 1 2 0.0107 -0.0276 0.0096 0.0182 -0.0014 -0.0118 -0.0024 0.0013 -0.0078 -0.0015
1458 NA12832 NA12842 NA12843 2 2 0.0112 -0.0280 0.0096 0.0211 -0.0008 -0.0161 0.0015 0.0003 -0.0036 -0.0159
1377 NA10865 NA11891 NA11892 1 2 0.0109 -0.0272 0.0087 0.0183 -0.0022 -0.0126 0.0000 0.0025 -0.0034 -0.0114
1377 NA10864 NA11893 NA11894 2 2 0.0110 -0.0275 0.0094 0.0193 -0.0050 -0.0103 0.0019 0.0038 -0.0095 -0.0052
1349 NA10853 NA11843 KING27 1 2 0.0107 -0.0268 0.0096 0.0190 0.0016 -0.0105 0.0017 -0.0002 -0.0040 -0.0039
1456 NA12818 NA12829 NA12830 2 2 0.0108 -0.0275 0.0104 0.0182 -0.0023 -0.0070 0.0015 -0.0024 -0.0080 -0.0066
1418 NA10836 NA12274 NA12275 2 2 0.0107 -0.0274 0.0094 0.0187 -0.0008 -0.0090 0.0040 0.0015 0.0008 -0.0080
1423 NA10843 NA11919 NA11920 2 2 0.0107 -0.0279 0.0098 0.0190 -0.0004 -0.0111 0.0029 0.0009 -0.0045 -0.0080
1345 NA07346 0 0 2 2 0.0111 -0.0276 0.0099 0.0187 -0.0023 -0.0164 -0.0002 0.0016 -0.0042 -0.0031
13292 NA07014 NA07051 NA07031 2 2 0.0110 -0.0271 0.0088 0.0182 0.0013 -0.0154 -0.0006 0.0003 -0.0046 -0.0044
1451 NA12767 NA12777 NA12778 2 2 0.0113 -0.0280 0.0102 0.0195 -0.0046 -0.0103 0.0017 0.0025 -0.0059 -0.0060
1354 NA12386 NA12399 NA12400 2 2 0.0109 -0.0276 0.0104 0.0184 0.0034 -0.0034 -0.0014 0.0018 -0.0076 -0.0069
13291 NA06995 NA07435 NA07037 1 2 0.0106 -0.0271 0.0090 0.0192 -0.0019 -0.0081 0.0014 0.0025 -0.0069 -0.0047
1353 NA12376 NA12546 NA12489 2 2 0.0107 -0.0282 0.0097 0.0179 -0.0036 -0.0065 -0.0019 0.0031 -0.0077 -0.0026
1334 NA12146 0 0 1 2 0.0106 -0.0274 0.0110 0.0189 -0.0034 -0.0086 -0.0007 0.0044 -0.0012 -0.0074
1347 NA11882 0 0 2 2 0.0108 -0.0274 0.0092 0.0174 -0.0028 -0.0080 -0.0001 0.0012 -0.0045 -0.0020
1358 NA12707 NA12716 NA12717 1 2 0.0107 -0.0271 0.0103 0.0169 -0.0029 -0.0109 0.0017 0.0029 -0.0034 -0.0046
1447 NA12753 NA12762 NA12763 2 2 0.0110 -0.0273 0.0102 0.0190 -0.0027 -0.0086 0.0005 0.0027 -0.0047 -0.0034
1349 NA11839 0 0 1 2 0.0107 -0.0268 0.0083 0.0205 -0.0022 -0.0085 0.0015 0.0019 0.0007 -0.0040
1347 NA10859 NA11881 NA11882 2 2 0.0110 -0.0273 0.0089 0.0171 -0.0032 -0.0139 0.0009 0.0037 -0.0134 -0.0081
1459 NA12875 0 0 2 2 0.0112 -0.0270 0.0100 0.0175 -0.0046 -0.0198 0.0002 0.0003 -0.0007 -0.0047
1345 NA07348 NA07357 NA07345 2 2 0.0109 -0.0268 0.0103 0.0173 0.0015 -0.0139 0.0024 -0.0001 -0.0035 -0.0074
1334 NA12239 0 0 2 2 0.0108 -0.0270 0.0101 0.0181 -0.0009 -0.0141 0.0020 0.0010 -0.0005 -0.0047
1350 NA10856 NA11829 NA11830 1 2 0.0110 -0.0272 0.0081 0.0181 -0.0023 -0.0192 -0.0000 0.0025 -0.0004 -0.0066
1416 NA10835 NA12248 NA12249 1 2 0.0112 -0.0265 0.0095 0.0185 -0.0028 -0.0277 0.0010 0.0034 0.0026 -0.0079
1340 NA07022 0 0 1 2 0.0104 -0.0276 0.0109 0.0188 -0.0009 -0.0102 0.0020 0.0006 -0.0036 -0.0058
1420 NA10839 NA12005 NA12006 2 2 0.0111 -0.0282 0.0112 0.0192 -0.0015 -0.0096 0.0023 0.0053 -0.0054 -0.0020
1341 NA07055 0 0 2 2 0.0108 -0.0271 0.0104 0.0203 0.0033 -0.0129 0.0025 0.0013 -0.0021 -0.0108
1344 NA12056 0 0 1 2 0.0111 -0.0276 0.0112 0.0186 0.0002 -0.0105 -0.0013 0.0015 -0.0055 -0.0070
1375 NA10863 NA12264 NA12234 2 2 0.0108 -0.0273 0.0077 0.0174 -0.0010 -0.0082 0.0015 0.0017 -0.0092 -0.0084
1334 NA12145 0 0 2 2 0.0107 -0.0277 0.0092 0.0191 -0.0007 -0.0096 -0.0003 0.0006 -0.0019 -0.0061
1408 NA10831 NA12155 NA12156 2 2 0.0109 -0.0279 0.0105 0.0191 0.0006 -0.0084 0.0002 0.0026 -0.0083 -0.0100
1341 NA06991 NA06993 NA06985 2 2 0.0106 -0.0272 0.0097 0.0177 0.0002 -0.0094 0.0006 0.0015 -0.0037 -0.0047
1454 NA12802 NA12814 NA12815 2 2 0.0108 -0.0276 0.0088 0.0177 0.0006 -0.0152 0.0002 0.0002 -0.0122 -0.0118
1408 NA10830 NA12154 NA12236 1 2 0.0109 -0.0273 0.0083 0.0203 -0.0014 -0.0165 -0.0006 -0.0018 -0.0064 -0.0087
1350 NA10855 NA11831 NA11832 2 2 0.0105 -0.0276 0.0090 0.0198 -0.0029 -0.0057 -0.0000 0.0032 -0.0052 -0.0049
1362 NA11993 0 0 2 2 0.0105 -0.0276 0.0102 0.0188 -0.0025 -0.0062 0.0006 -0.0007 0.0001 -0.0014
1463 NA12891 0 0 1 2 0.0108 -0.0278 0.0113 0.0173 -0.0032 -0.0167 0.0024 0.0001 0.0000 -0.0056
1459 NA12864 NA12872 NA12873 1 2 0.0113 -0.0267 0.0097 0.0182 0.0001 -0.0067 -0.0035 0.0026 -0.0027 -0.0070
1362 NA10861 NA11994 NA11995 2 2 0.0106 -0.0274 0.0109 0.0192 -0.0012 -0.0094 0.0023 0.0025 -0.0062 -0.0094
1345 NA07345 0 0 2 2 0.0107 -0.0269 0.0072 0.0163 0.0005 -0.0147 0.0009 -0.0005 -0.0052 -0.0043
1340 NA07029 NA06994 NA07000 1 2 0.0111 -0.0272 0.0101 0.0181 -0.0021 -0.0128 0.0029 -0.0005 -0.0098 -0.0089
1463 NA12892 0 0 2 2 0.0106 -0.0274 0.0094 0.0173 0.0010 -0.0096 0.0040 -0.0010 -0.0024 -0.0090
1416 NA12248 0 0 1 2 0.0110 -0.0269 0.0095 0.0174 -0.0048 -0.0227 0.0007 0.0018 -0.0017 -0.0061
1334 NA10846 NA12144 NA12145 1 2 0.0108 -0.0273 0.0086 0.0191 0.0001 -0.0092 -0.0020 -0.0009 -0.0025 -0.0118
1454 NA12801 NA12812 NA12813 1 2 0.0108 -0.0276 0.0097 0.0190 0.0005 -0.0071 -0.0027 0.0009 -0.0024 -0.0133
1341 NA06993 0 0 1 2 0.0105 -0.0275 0.0097 0.0180 -0.0031 -0.0061 -0.0005 0.0029 -0.0067 -0.0034
1420 NA10838 NA12003 NA12004 1 2 0.0108 -0.0270 0.0099 0.0191 0.0035 -0.0124 0.0009 -0.0040 -0.0097 -0.0042
1344 NA12057 0 0 2 2 0.0108 -0.0275 0.0098 0.0187 -0.0027 -0.0152 0.0013 0.0023 -0.0091 -0.0048
1444 NA12740 NA12750 NA12751 2 2 0.0105 -0.0271 0.0085 0.0182 -0.0023 -0.0090 -0.0018 0.0027 -0.0051 -0.0112
1447 NA12752 NA12760 NA12761 1 2 0.0108 -0.0272 0.0099 0.0207 -0.0016 -0.0084 -0.0021 0.0042 -0.0036 -0.0113
1375 NA12264 0 0 1 2 0.0107 -0.0274 0.0078 0.0168 0.0004 -0.0100 0.0007 -0.0000 -0.0068 -0.0054
1349 NA10854 NA11839 NA11840 2 2 0.0108 -0.0264 0.0092 0.0194 -0.0045 -0.0154 0.0016 0.0004 0.0029 -0.0025
1459 NA12865 NA12874 NA12875 2 2 0.0111 -0.0274 0.0091 0.0176 -0.0032 -0.0166 0.0007 0.0018 0.0016 -0.0073
NA18524 NA18524 0 0 1 2 0.0163 0.0318 0.0053 0.0117 -0.0198 0.0051 -0.0014 0.0003 -0.0079 -0.0385
NA18529 NA18529 0 0 2 2 0.0166 0.0332 0.0055 0.0133 -0.0249 0.0047 0.0021 -0.0003 -0.0028 -0.0330
NA18576 NA18576 0 0 2 2 0.0162 0.0318 0.0049 0.0121 -0.0249 0.0008 -0.0020 0.0023 -0.0075 -0.0348
NA18594 NA18594 0 0 2 2 0.0163 0.0341 0.0050 0.0144 -0.0137 0.0029 -0.0018 0.0001 -0.0019 -0.0254
NA18792 NA18792 0 0 2 2 0.0163 0.0340 0.0038 0.0147 0.0002 0.0012 -0.0001 0.0019 -0.0033 -0.0206
NA18795 NA18795 0 0 2 2 0.0165 0.0336 0.0048 0.0156 -0.0008 -0.0000 -0.0012 -0.0008 -0.0015 -0.0197
NA18794 NA18794 0 0 1 2 0.0160 0.0340 0.0010 0.0154 0.0330 -0.0067 -0.0018 -0.0014 0.0023 0.0053
NA18580 NA18580 0 0 2 2 0.0162 0.0329 0.0049 0.0141 -0.0084 0.0046 -0.0010 0.0025 -0.0065 -0.0282
NA18649 NA18649 0 0 2 2 0.0158 0.0303 0.0039 0.0112 -0.0273 0.0037 -0.0012 0.0001 -0.0086 -0.0305
NA18739 NA18739 0 0 2 2 0.0160 0.0323 0.0052 0.0130 -0.0254 0.0027 -0.0001 -0.0003 -0.0049 -0.0334
NA18751 NA18751 0 0 2 2 0.0161 0.0332 0.0038 0.0143 -0.0107 0.0017 0.0001 -0.0017 -0.0011 -0.0272
NA18752 NA18752 0 0 2 2 0.0165 0.0328 0.0057 0.0121 -0.0253 0.0044 0.0009 0.0009 -0.0047 -0.0340
NA18763 NA18763 0 0 2 2 0.0160 0.0327 0.0041 0.0121 -0.0221 0.0071 -0.0019 -0.0005 -0.0094 -0.0355
NA18769 NA18769 0 0 1 2 0.0164 0.0329 0.0031 0.0145 -0.0010 -0.0020 0.0006 -0.0007 -0.0066 -0.0189
NA18771 NA18771 0 0 2 2 0.0163 0.0338 0.0029 0.0127 0.0029 0.0008 -0.0001 -0.0009 -0.0045 -0.0209
NA18773 NA18773 0 0 1 2 0.0163 0.0330 0.0039 0.0144 -0.0072 -0.0001 0.0010 -0.0009 -0.0030 -0.0338
NA18774 NA18774 0 0 2 2 0.0162 0.0335 0.0043 0.0140 -0.0048 0.0031 0.0003 0.0001 -0.0016 -0.0223
NA18779 NA18779 0 0 2 2 0.0164 0.0340 0.0033 0.0147 -0.0039 0.0005 -0.0017 0.0010 -0.0067 -0.0231
NA18780 NA18780 0 0 2 2 0.0162 0.0334 0.0051 0.0134 -0.0135 0.0027 0.0003 -0.0005 0.0001 -0.0269
NA18569 NA18569 0 0 2 2 0.0164 0.0336 0.0045 0.0135 -0.0047 0.0026 0.0005 -0.0010 0.0010 -0.0217
NA18583 NA18583 0 0 2 2 0.0163 0.0326 0.0051 0.0128 -0.0239 0.0037 0.0017 0.0004 -0.0055 -0.0315
NA18741 NA18741 0 0 2 2 0.0161 0.0323 0.0042 0.0105 -0.0237 0.0062 0.0001 0.0013 -0.0088 -0.0426
NA18742 NA18742 0 0 2 2 0.0162 0.0328 0.0052 0.0121 -0.0219 0.0029 0.0011 -0.0037 -0.0066 -0.0357
NA18743 NA18743 0 0 2 2 0.0162 0.0336 0.0043 0.0139 -0.0126 0.0043 0.0005 0.0020 -0.0077 -0.0287
NA18755 NA18755 0 0 2 2 0.0160 0.0315 0.0050 0.0131 -0.0259 0.0029 0.0002 -0.0002 -0.0079 -0.0352
NA18758 NA18758 0 0 2 2 0.0166 0.0330 0.0041 0.0133 -0.0017 0.0010 -0.0003 0.0001 -0.0059 -0.0309
NA18759 NA18759 0 0 2 2 0.0167 0.0338 0.0033 0.0131 0.0031 0.0004 -0.0007 0.0004 -0.0032 -0.0214
NA18760 NA18760 0 0 2 2 0.0159 0.0309 0.0064 0.0132 -0.0249 0.0042 -0.0008 -0.0035 -0.0068 -0.0325
NA18761 NA18761 0 0 1 2 0.0164 0.0340 0.0010 0.0172 0.0323 -0.0045 -0.0017 -0.0007 0.0006 0.0060
NA18762 NA18762 0 0 2 2 0.0160 0.0326 0.0043 0.0143 0.0009 0.0010 -0.0008 0.0026 -0.0035 -0.0161
NA18765 NA18765 0 0 1 2 0.0163 0.0325 0.0049 0.0120 -0.0230 0.0040 0.0027 -0.0017 -0.0042 -0.0374
NA18777 NA18777 0 0 2 2 0.0162 0.0326 0.0050 0.0115 -0.0248 0.0041 0.0001 0.0019 -0.0084 -0.0338
NA18783 NA18783 0 0 1 2 0.0164 0.0339 0.0034 0.0123 -0.0115 0.0045 -0.0009 0.0003 -0.0028 -0.0323
NA18787 NA18787 0 0 1 2 0.0160 0.0331 0.0051 0.0129 -0.0194 0.0055 -0.0006 -0.0007 -0.0023 -0.0278
NA18790 NA18790 0 0 2 2 0.0165 0.0330 0.0041 0.0148 -0.0025 0.0028 0.0005 0.0001 -0.0050 -0.0185
NA18527 NA18527 0 0 2 2 0.0161 0.0327 0.0057 0.0123 -0.0165 0.0044 0.0026 -0.0027 -0.0057 -0.0345
NA18750 NA18750 0 0 2 2 0.0161 0.0330 0.0038 0.0136 -0.0023 0.0024 0.0004 0.0024 -0.0053 -0.0237
NA18772 NA18772 0 0 1 2 0.0163 0.0342 0.0032 0.0148 0.0011 0.0035 0.0010 -0.0014 -0.0040 -0.0166
NA18778 NA18778 0 0 2 2 0.0163 0.0332 0.0046 0.0148 -0.0139 0.0038 -0.0001 0.0005 -0.0058 -0.0302
NA18784 NA18784 0 0 2 2 0.0166 0.0342 0.0053 0.0142 -0.0032 0.0005 -0.0017 0.0012 -0.0006 -0.0224
NA18785 NA18785 0 0 2 2 0.0160 0.0324 0.0041 0.0120 -0.0188 0.0034 0.0023 -0.0005 -0.0024 -0.0299
NA18798 NA18798 0 0 1 2 0.0160 0.0324 0.0051 0.0119 -0.0236 0.0059 -0.0005 0.0003 -0.0029 -0.0362
NA18568 NA18568 0 0 2 2 0.0163 0.0339 0.0040 0.0149 -0.0018 0.0023 -0.0000 0.0005 -0.0042 -0.0211
NA17970 NA17970 0 0 2 2 0.0165 0.0326 0.0050 0.0134 -0.0158 0.0048 0.0013 -0.0020 -0.0014 -0.0338
NA17977 NA17977 0 0 2 2 0.0163 0.0338 0.0045 0.0143 -0.0006 -0.0015 0.0001 0.0017 -0.0034 -0.0197
NA17981 NA17981 0 0 2 2 0.0164 0.0345 0.0041 0.0149 -0.0012 0.0015 0.0026 -0.0016 -0.0054 -0.0235
NA17993 NA17993 0 0 2 2 0.0169 0.0333 0.0033 0.0158 0.0249 -0.0045 -0.0010 0.0013 -0.0029 -0.0018
NA18101 NA18101 0 0 2 2 0.0165 0.0325 0.0037 0.0141 -0.0088 0.0025 -0.0003 -0.0008 -0.0049 -0.0255
NA18105 NA18105 0 0 2 2 0.0165 0.0338 0.0037 0.0136 -0.0015 0.0004 0.0007 -0.0006 0.0007 -0.0207
NA18109 NA18109 0 0 2 2 0.0163 0.0344 0.0041 0.0130 -0.0139 0.0052 -0.0008 0.0010 -0.0061 -0.0258
NA18129 NA18129 0 0 2 2 0.0163 0.0341 0.0015 0.0152 0.0146 -0.0018 0.0019 0.0009 0.0001 -0.0025
NA18135 NA18135 0 0 2 2 0.0165 0.0343 0.0043 0.0167 0.0031 0.0003 -0.0013 -0.0005 -0.0025 -0.0198
NA18139 NA18139 0 0 2 2 0.0163 0.0335 0.0042 0.0149 -0.0074 0.0037 -0.0003 -0.0011 -0.0027 -0.0247
NA18144 NA18144 0 0 2 2 0.0164 0.0342 0.0044 0.0131 0.0001 0.0020 -0.0010 0.0022 -0.0026 -0.0220
NA18150 NA18150 0 0 2 2 0.0164 0.0333 0.0049 0.0137 -0.0116 0.0029 -0.0027 0.0020 -0.0044 -0.0302
NA18154 NA18154 0 0 2 2 0.0163 0.0340 0.0036 0.0140 -0.0079 0.0039 -0.0016 -0.0022 -0.0022 -0.0234
NA18162 NA18162 0 0 2 2 0.0165 0.0337 0.0031 0.0145 -0.0026 -0.0017 -0.0021 0.0020 -0.0010 -0.0181
NA17974 NA17974 0 0 1 2 0.0162 0.0325 0.0050 0.0125 -0.0244 0.0043 -0.0014 0.0015 -0.0081 -0.0377
NA17975 NA17975 0 0 1 2 0.0164 0.0339 0.0050 0.0133 -0.0194 0.0039 -0.0004 0.0038 -0.0022 -0.0337
NA17980 NA17980 0 0 1 2 0.0165 0.0336 0.0064 0.0140 -0.0103 0.0012 0.0023 -0.0003 -0.0044 -0.0311
NA17986 NA17986 0 0 1 2 0.0162 0.0349 0.0034 0.0169 0.0004 0.0038 0.0020 -0.0007 -0.0063 -0.0226
NA17989 NA17989 0 0 1 2 0.0163 0.0340 0.0012 0.0160 0.0200 -0.0034 -0.0023 0.0035 -0.0017 -0.0040
NA17997 NA17997 0 0 1 2 0.0162 0.0337 0.0044 0.0145 -0.0024 0.0019 -0.0006 -0.0018 -0.0029 -0.0192
NA18106 NA18106 0 0 1 2 0.0164 0.0331 0.0041 0.0131 -0.0149 0.0037 0.0006 0.0016 -0.0072 -0.0262
NA18114 NA18114 0 0 1 2 0.0161 0.0333 0.0039 0.0166 -0.0055 0.0038 0.0003 -0.0005 -0.0083 -0.0270
NA18122 NA18122 0 0 1 2 0.0165 0.0340 0.0032 0.0159 0.0078 -0.0011 0.0011 -0.0004 -0.0046 -0.0174
NA18138 NA18138 0 0 1 2 0.0154 0.0320 0.0027 0.0157 0.0259 -0.0033 -0.0030 0.0016 0.0041 0.0023
NA18149 NA18149 0 0 1 2 0.0166 0.0342 0.0021 0.0149 0.0200 -0.0018 -0.0001 0.0004 -0.0009 -0.0109
NA17987 NA17987 0 0 2 2 0.0165 0.0343 0.0030 0.0160 0.0156 -0.0005 -0.0013 0.0007 -0.0001 -0.0088
NA17988 NA17988 0 0 2 2 0.0163 0.0337 0.0030 0.0155 0.0188 -0.0022 -0.0002 -0.0004 -0.0014 -0.0013
NA17998 NA17998 0 0 2 2 0.0165 0.0341 0.0017 0.0172 0.0215 -0.0046 -0.0010 0.0005 0.0012 -0.0038
NA18107 NA18107 0 0 2 2 0.0166 0.0341 0.0049 0.0149 -0.0047 0.0018 0.0000 0.0001 -0.0074 -0.0220
NA18108 NA18108 0 0 2 2 0.0167 0.0344 0.0056 0.0131 -0.0159 0.0035 -0.0009 0.0027 -0.0054 -0.0349
NA18128 NA18128 0 0 2 2 0.0167 0.0341 0.0042 0.0156 -0.0123 0.0008 0.0013 0.0012 -0.0065 -0.0336
NA18146 NA18146 0 0 2 2 0.0162 0.0326 0.0048 0.0138 -0.0094 0.0017 -0.0012 0.0008 -0.0050 -0.0244
NA18148 NA18148 0 0 2 2 0.0164 0.0340 0.0036 0.0149 -0.0003 -0.0028 0.0016 0.0001 -0.0068 -0.0221
NA18161 NA18161 0 0 2 2 0.0164 0.0334 0.0047 0.0152 0.0001 -0.0001 -0.0018 0.0018 0.0009 -0.0204
