FID IID FA MO SEX AFF PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
HG02155 HG02155 0 0 0 1 0.0163 0.0344 0.0022 0.0171 0.0479 -0.0097 -0.0001 0.0019 0.0044 0.0247
HG02156 HG02156 0 0 0 1 0.0161 0.0339 0.0008 0.0171 0.0518 -0.0094 0.0006 -0.0015 0.0100 0.0376
HG02164 HG02164 0 0 0 1 0.0161 0.0333 0.0010 0.0167 0.0437 -0.0092 0.0031 -0.0014 0.0046 0.0348
HG02165 HG02165 0 0 0 1 0.0160 0.0330 0.0009 0.0151 0.0435 -0.0087 0.0006 -0.0028 0.0117 0.0229
HG02166 HG02166 0 0 0 1 0.0162 0.0339 0.0019 0.0164 0.0521 -0.0078 -0.0011 0.0045 -0.0018 0.0311
HG02178 HG02178 0 0 0 1 0.0159 0.0340 -0.0009 0.0179 0.0567 -0.0080 0.0005 -0.0027 0.0042 0.0356
HG02180 HG02180 0 0 0 1 0.0163 0.0345 -0.0004 0.0174 0.0476 -0.0067 0.0016 -0.0028 -0.0020 0.0382
HG02181 HG02181 0 0 0 1 0.0159 0.0338 0.0003 0.0159 0.0586 -0.0105 0.0015 -0.0035 0.0037 0.0277
HG02182 HG02182 0 0 0 1 0.0163 0.0340 0.0010 0.0173 0.0524 -0.0091 0.0009 -0.0007 0.0109 0.0413
HG02184 HG02184 0 0 0 1 0.0164 0.0339 0.0019 0.0179 0.0527 -0.0074 -0.0010 -0.0033 0.0041 0.0280
HG02185 HG02185 0 0 0 1 0.0162 0.0337 0.0025 0.0181 0.0515 -0.0067 -0.0001 -0.0038 0.0016 0.0327
HG02186 HG02186 0 0 0 1 0.0163 0.0334 0.0012 0.0180 0.0468 -0.0066 -0.0026 0.0015 0.0088 0.0335
HG02187 HG02187 0 0 0 1 0.0159 0.0339 0.0016 0.0154 0.0557 -0.0112 0.0017 -0.0015 -0.0009 0.0271
HG02188 HG02188 0 0 0 1 0.0162 0.0342 0.0017 0.0166 0.0600 -0.0124 0.0018 -0.0021 0.0084 0.0362
HG02190 HG02190 0 0 0 1 0.0161 0.0337 0.0009 0.0178 0.0496 -0.0099 0.0013 -0.0004 -0.0008 0.0343
HG02215 HG02215 0 0 0 1 0.0109 -0.0278 0.0098 0.0204 -0.0014 -0.0092 -0.0012 0.0009 -0.0126 -0.0067
HG02219 HG02219 0 0 0 1 0.0097 -0.0276 0.0098 0.0202 0.0029 0.0268 -0.0031 0.0018 0.0052 -0.0054
HG02220 HG02220 0 0 0 1 0.0100 -0.0272 0.0083 0.0199 0.0022 0.0178 0.0009 0.0055 -0.0004 -0.0014
HG02221 HG02221 0 0 0 1 0.0099 -0.0279 0.0098 0.0219 0.0012 0.0287 -0.0001 0.0025 -0.0010 0.0036
HG02223 HG02223 0 0 0 1 0.0100 -0.0275 0.0095 0.0196 0.0044 0.0200 -0.0011 0.0023 0.0103 -0.0005
HG02224 HG02224 0 0 0 1 0.0104 -0.0279 0.0100 0.0192 0.0055 0.0152 0.0002 0.0029 0.0041 0.0016
HG02230 HG02230 0 0 0 1 0.0104 -0.0282 0.0087 0.0212 0.0033 0.0201 -0.0040 0.0042 0.0051 -0.0025
HG02231 HG02231 0 0 0 1 0.0104 -0.0282 0.0100 0.0194 -0.0003 0.0189 -0.0024 -0.0030 0.0015 -0.0015
HG02232 HG02232 0 0 0 1 0.0097 -0.0279 0.0107 0.0217 0.0047 0.0256 0.0013 0.0010 0.0069 -0.0007
HG02233 HG02233 0 0 0 1 0.0093 -0.0269 0.0097 0.0193 0.0009 0.0292 0.0018 0.0045 0.0058 -0.0084
HG02235 HG02235 0 0 0 1 0.0099 -0.0270 0.0090 0.0187 0.0031 0.0257 0.0020 0.0042 0.0047 0.0059
HG02236 HG02236 0 0 0 1 0.0100 -0.0275 0.0093 0.0205 0.0051 0.0212 -0.0011 0.0041 -0.0008 0.0007
HG02238 HG02238 0 0 0 1 0.0093 -0.0276 0.0098 0.0204 0.0058 0.0298 -0.0045 -0.0000 0.0105 0.0013
HG02239 HG02239 0 0 0 1 0.0092 -0.0261 0.0070 0.0167 0.0055 0.0281 -0.0017 -0.0022 0.0041 -0.0020
HG02250 HG02250 0 0 0 1 0.0161 0.0330 0.0015 0.0163 0.0454 -0.0056 -0.0001 -0.0008 0.0095 0.0299
HG02252 HG02252 0 0 0 1 0.0135 0.0005 0.0426 -0.0539 0.0037 -0.0039 0.0004 0.0031 -0.0010 -0.0002
HG02253 HG02253 0 0 0 1 0.0133 -0.0054 0.0371 -0.0435 0.0061 0.0007 0.0010 0.0011 -0.0044 -0.0052
HG02255 HG02255 0 0 0 1 -0.0317 0.0030 0.0010 0.0006 0.0003 -0.0023 0.0037 0.0179 -0.0046 -0.0042
HG02256 HG02256 0 0 0 1 -0.0252 -0.0015 0.0039 0.0012 0.0006 -0.0030 0.0052 0.0189 0.0091 0.0014
HG02259 HG02259 0 0 0 1 0.0163 0.0128 0.0595 -0.0908 0.0053 -0.0189 0.0033 0.0038 -0.0134 -0.0210
HG02260 HG02260 0 0 0 1 0.0150 0.0070 0.0527 -0.0745 0.0062 -0.0096 -0.0002 -0.0018 0.0013 -0.0136
HG02262 HG02262 0 0 0 1 0.0147 0.0050 0.0507 -0.0689 0.0095 -0.0046 -0.0003 0.0020 0.0029 -0.0090
HG02265 HG02265 0 0 0 1 0.0158 0.0103 0.0591 -0.0880 0.0072 -0.0214 0.0062 0.0024 -0.0037 -0.0148
HG02266 HG02266 0 0 0 1 0.0157 0.0116 0.0572 -0.0846 0.0017 -0.0106 -0.0036 -0.0003 0.0011 -0.0029
HG02271 HG02271 0 0 0 1 0.0159 0.0127 0.0603 -0.0917 0.0070 -0.0190 0.0016 0.0018 -0.0089 -0.0335
HG02272 HG02272 0 0 0 1 0.0165 0.0136 0.0639 -0.0982 0.0060 -0.0260 0.0028 -0.0013 -0.0076 -0.0187
HG02274 HG02274 0 0 0 1 0.0025 0.0055 0.0375 -0.0544 0.0076 -0.0114 0.0040 0.0109 -0.0062 -0.0133
HG02275 HG02275 0 0 0 1 0.0161 0.0113 0.0594 -0.0891 0.0086 -0.0191 0.0017 -0.0033 -0.0070 -0.0159
HG02277 HG02277 0 0 0 1 0.0146 0.0007 0.0428 -0.0568 0.0069 -0.0017 0.0042 0.0037 -0.0043 0.0055
HG02278 HG02278 0 0 0 1 0.0152 0.0100 0.0558 -0.0838 0.0075 -0.0114 0.0013 -0.0002 -0.0034 -0.0072
HG02281 HG02281 0 0 0 1 -0.0341 0.0035 0.0009 0.0011 0.0020 -0.0080 0.0068 0.0256 -0.0033 0.0058
HG02282 HG02282 0 0 0 1 -0.0263 -0.0015 0.0018 0.0035 -0.0000 -0.0042 0.0013 0.0165 0.0035 -0.0077
HG02283 HG02283 0 0 0 1 -0.0262 -0.0014 0.0021 0.0032 0.0015 -0.0012 0.0041 0.0191 -0.0052 0.0027
HG02284 HG02284 0 0 0 1 -0.0284 -0.0000 0.0017 0.0043 -0.0015 -0.0009 0.0004 0.0103 -0.0027 -0.0140
HG02285 HG02285 0 0 0 1 0.0145 0.0054 0.0510 -0.0703 0.0058 -0.0066 0.0003 0.0017 -0.0046 -0.0165
HG02286 HG02286 0 0 0 1 0.0145 0.0036 0.0480 -0.0654 0.0038 -0.0050 -0.0007 -0.0012 -0.0000 -0.0159
HG02291 HG02291 0 0 0 1 0.0161 0.0127 0.0609 -0.0919 0.0061 -0.0124 0.0030 -0.0046 -0.0123 -0.0241
HG02292 HG02292 0 0 0 1 0.0159 0.0072 0.0551 -0.0796 0.0036 -0.0164 0.0018 0.0052 -0.0071 -0.0266
HG02298 HG02298 0 0 0 1 0.0133 -0.0018 0.0416 -0.0492 0.0032 -0.0040 -0.0032 -0.0044 -0.0121 -0.0107
HG02299 HG02299 0 0 0 1 0.0156 0.0079 0.0548 -0.0778 0.0058 -0.0129 0.0010 -0.0021 -0.0033 -0.0028
HG02301 HG02301 0 0 0 1 0.0146 0.0054 0.0518 -0.0749 0.0026 -0.0098 0.0022 -0.0001 -0.0049 -0.0208
HG02304 HG02304 0 0 0 1 0.0123 0.0071 0.0476 -0.0682 0.0089 -0.0052 0.0014 0.0023 -0.0003 0.0034
HG02307 HG02307 0 0 0 1 -0.0326 0.0029 -0.0006 0.0001 -0.0000 -0.0021 -0.0019 0.0153 0.0005 -0.0046
HG02308 HG02308 0 0 0 1 -0.0309 0.0013 0.0015 0.0020 0.0021 -0.0039 0.0057 0.0231 0.0014 0.0060
HG02309 HG02309 0 0 0 1 -0.0309 0.0015 0.0009 0.0014 -0.0022 -0.0051 0.0016 0.0144 -0.0004 0.0039
HG02312 HG02312 0 0 0 1 0.0137 -0.0018 0.0402 -0.0507 0.0020 0.0003 0.0001 -0.0018 0.0021 -0.0038
HG02314 HG02314 0 0 0 1 -0.0325 0.0023 0.0008 0.0017 0.0002 -0.0026 -0.0031 0.0244 0.0050 -0.0068
HG02315 HG02315 0 0 0 1 -0.0297 0.0007 0.0012 0.0010 0.0015 -0.0054 -0.0000 0.0230 0.0054 -0.0061
HG02317 HG02317 0 0 0 1 -0.0331 0.0034 0.0009 0.0024 0.0015 -0.0040 0.0057 0.0244 -0.0012 -0.0029
HG02318 HG02318 0 0 0 1 -0.0332 0.0036 -0.0006 0.0019 0.0032 -0.0022 0.0109 0.0224 0.0005 -0.0047
HG02322 HG02322 0 0 0 1 -0.0297 0.0004 0.0007 0.0030 0.0023 -0.0057 0.0072 0.0227 -0.0034 -0.0033
HG02323 HG02323 0 0 0 1 -0.0324 0.0024 0.0010 0.0028 -0.0013 -0.0061 0.0050 0.0199 -0.0034 -0.0007
HG02325 HG02325 0 0 0 1 -0.0341 0.0044 -0.0003 0.0006 0.0019 -0.0037 0.0020 0.0201 -0.0001 -0.0038
HG02330 HG02330 0 0 0 1 -0.0307 0.0017 0.0007 0.0015 -0.0030 -0.0058 0.0049 0.0189 -0.0024 0.0035
HG02332 HG02332 0 0 0 1 -0.0315 0.0020 0.0017 0.0023 -0.0010 -0.0049 -0.0034 0.0214 0.0041 0.0016
HG02334 HG02334 0 0 0 1 -0.0242 -0.0028 0.0025 0.0055 0.0003 -0.0066 0.0029 0.0181 -0.0019 0.0071
HG02337 HG02337 0 0 0 1 -0.0304 0.0013 0.0017 0.0020 -0.0006 -0.0007 0.0077 0.0207 -0.0010 -0.0004
HG02339 HG02339 0 0 0 1 -0.0346 0.0037 0.0018 0.0006 0.0030 -0.0010 0.0036 0.0291 0.0009 -0.0038
HG02343 HG02343 0 0 0 1 -0.0255 -0.0023 0.0025 0.0034 0.0011 -0.0030 0.0054 0.0125 0.0034 0.0050
HG02345 HG02345 0 0 0 1 0.0104 -0.0004 0.0295 -0.0326 0.0100 0.0003 0.0021 0.0030 -0.0033 -0.0069
HG02348 HG02348 0 0 0 1 0.0148 0.0072 0.0522 -0.0775 0.0095 -0.0142 0.0060 -0.0035 -0.0063 -0.0082
HG02351 HG02351 0 0 0 1 0.0160 0.0330 0.0006 0.0169 0.0504 -0.0159 -0.0001 -0.0012 0.0014 0.0483
HG02353 HG02353 0 0 0 1 0.0159 0.0339 0.0011 0.0165 0.0519 -0.0078 -0.0013 -0.0001 0.0053 0.0290
HG02355 HG02355 0 0 0 1 0.0163 0.0336 -0.0003 0.0170 0.0488 -0.0103 -0.0010 -0.0004 0.0033 0.0294
HG02356 HG02356 0 0 0 1 0.0162 0.0341 0.0013 0.0182 0.0544 -0.0093 -0.0011 0.0019 -0.0016 0.0313
HG02360 HG02360 0 0 0 1 0.0160 0.0336 0.0006 0.0171 0.0458 -0.0063 -0.0027 -0.0019 0.0049 0.0341
HG02364 HG02364 0 0 0 1 0.0156 0.0342 0.0010 0.0164 0.0565 -0.0126 -0.0007 -0.0019 0.0038 0.0366
HG02367 HG02367 0 0 0 1 0.0163 0.0338 0.0014 0.0172 0.0534 -0.0080 0.0023 -0.0026 0.0101 0.0395
HG02371 HG02371 0 0 0 1 0.0163 0.0341 0.0012 0.0185 0.0579 -0.0077 -0.0011 -0.0030 0.0009 0.0291
HG02373 HG02373 0 0 0 1 0.0160 0.0341 0.0010 0.0166 0.0534 -0.0078 0.0012 0.0029 -0.0015 0.0364
HG02374 HG02374 0 0 0 1 0.0163 0.0333 0.0003 0.0177 0.0504 -0.0081 -0.0016 0.0003 0.0002 0.0231
HG02375 HG02375 0 0 0 1 0.0161 0.0341 0.0002 0.0179 0.0571 -0.0130 -0.0024 -0.0033 0.0006 0.0446
HG02382 HG02382 0 0 0 1 0.0160 0.0333 0.0006 0.0178 0.0508 -0.0078 -0.0005 0.0004 0.0098 0.0351
HG02383 HG02383 0 0 0 1 0.0162 0.0336 -0.0003 0.0150 0.0559 -0.0081 0.0005 -0.0028 -0.0003 0.0418
HG02384 HG02384 0 0 0 1 0.0163 0.0339 0.0011 0.0189 0.0533 -0.0126 0.0007 -0.0001 0.0060 0.0292
HG02385 HG02385 0 0 0 1 0.0158 0.0343 0.0024 0.0183 0.0564 -0.0083 -0.0039 0.0014 0.0039 0.0385
HG02386 HG02386 0 0 0 1 0.0161 0.0329 0.0011 0.0162 0.0439 -0.0085 0.0027 0.0002 0.0039 0.0204
HG02389 HG02389 0 0 0 1 0.0164 0.0346 0.0000 0.0164 0.0512 -0.0071 -0.0028 -0.0028 0.0036 0.0265
HG02390 HG02390 0 0 0 1 0.0162 0.0335 0.0003 0.0173 0.0537 -0.0098 0.0005 -0.0018 0.0032 0.0402
HG02391 HG02391 0 0 0 1 0.0164 0.0338 0.0019 0.0176 0.0538 -0.0126 0.0016 -0.0020 0.0052 0.0373
HG02392 HG02392 0 0 0 1 0.0164 0.0343 0.0015 0.0167 0.0502 -0.0106 0.0001 0.0006 0.0007 0.0402
HG02394 HG02394 0 0 0 1 0.0160 0.0330 0.0017 0.0168 0.0556 -0.0058 0.0010 -0.0031 0.0075 0.0318
HG02395 HG02395 0 0 0 1 0.0161 0.0336 0.0014 0.0166 0.0544 -0.0066 -0.0029 -0.0019 0.0058 0.0295
HG02396 HG02396 0 0 0 1 0.0165 0.0343 0.0012 0.0178 0.0541 -0.0127 0.0007 -0.0014 0.0141 0.0398
HG02397 HG02397 0 0 0 1 0.0163 0.0333 0.0004 0.0166 0.0473 -0.0067 -0.0036 0.0022 0.0009 0.0318
HG02398 HG02398 0 0 0 1 0.0163 0.0333 0.0007 0.0159 0.0506 -0.0087 -0.0021 0.0007 0.0124 0.0221
HG02399 HG02399 0 0 0 1 0.0161 0.0342 -0.0002 0.0174 0.0542 -0.0056 -0.0021 -0.0022 -0.0020 0.0302
HG02401 HG02401 0 0 0 1 0.0159 0.0339 0.0024 0.0160 0.0482 -0.0049 -0.0029 0.0012 0.0007 0.0431
HG02402 HG02402 0 0 0 1 0.0161 0.0338 0.0018 0.0180 0.0556 -0.0100 -0.0021 -0.0027 0.0106 0.0346
HG02406 HG02406 0 0 0 1 0.0166 0.0337 0.0010 0.0194 0.0463 -0.0078 -0.0004 0.0031 0.0017 0.0263
HG02407 HG02407 0 0 0 1 0.0158 0.0339 0.0005 0.0165 0.0522 -0.0110 0.0012 -0.0023 0.0003 0.0242
HG02408 HG02408 0 0 0 1 0.0162 0.0336 0.0011 0.0168 0.0607 -0.0113 -0.0007 -0.0010 0.0112 0.0322
HG02409 HG02409 0 0 0 1 0.0165 0.0334 0.0011 0.0176 0.0532 -0.0128 -0.0022 -0.0024 0.0010 0.0292
HG02410 HG02410 0 0 0 1 0.0164 0.0335 0.0010 0.0174 0.0518 -0.0117 -0.0028 -0.0019 0.0046 0.0418
HG02419 HG02419 0 0 0 1 -0.0324 0.0033 0.0007 0.0012 0.0011 -0.0008 0.0042 0.0242 0.0001 0.0086
HG02420 HG02420 0 0 0 1 -0.0161 -0.0089 0.0045 0.0105 -0.0001 -0.0007 -0.0019 0.0080 -0.0000 -0.0013
HG02425 HG02425 0 0 0 1 0.0111 -0.0021 0.0374 -0.0467 0.0023 -0.0024 -0.0006 0.0009 0.0060 0.0120
HG02427 HG02427 0 0 0 1 -0.0317 0.0021 0.0011 0.0029 -0.0016 -0.0032 -0.0023 0.0193 -0.0066 -0.0059
HG02429 HG02429 0 0 0 1 -0.0316 0.0018 0.0006 0.0022 -0.0023 -0.0005 0.0043 0.0217 0.0052 -0.0091
HG02433 HG02433 0 0 0 1 -0.0299 0.0021 0.0005 0.0021 0.0009 -0.0040 0.0036 0.0160 0.0017 -0.0080
HG02439 HG02439 0 0 0 1 -0.0328 0.0032 0.0007 0.0008 0.0006 -0.0046 0.0030 0.0212 0.0010 0.0042
HG02442 HG02442 0 0 0 1 -0.0347 0.0048 0.0003 -0.0002 0.0006 -0.0006 0.0039 0.0245 0.0029 -0.0038
HG02445 HG02445 0 0 0 1 -0.0279 -0.0009 0.0022 0.0035 -0.0008 -0.0013 -0.0013 0.0144 0.0002 0.0047
HG02449 HG02449 0 0 0 1 -0.0332 0.0035 0.0010 0.0019 -0.0025 -0.0048 0.0056 0.0326 -0.0021 -0.0075
HG02450 HG02450 0 0 0 1 -0.0320 0.0022 0.0013 0.0026 0.0019 -0.0005 0.0034 0.0173 -0.0027 -0.0019
HG02455 HG02455 0 0 0 1 -0.0285 0.0006 0.0006 0.0020 0.0008 -0.0055 0.0053 0.0186 0.0009 -0.0091
HG02461 HG02461 0 0 0 1 -0.0344 0.0046 0.0001 0.0002 -0.0010 0.0004 -0.0621 -0.0423 0.0013 0.0005
HG02462 HG02462 0 0 0 1 -0.0336 0.0029 0.0017 0.0017 -0.0015 0.0063 -0.0661 -0.0495 0.0030 0.0059
HG02464 HG02464 0 0 0 1 -0.0353 0.0046 0.0003 0.0004 0.0000 -0.0033 -0.0635 -0.0402 0.0036 -0.0084
HG02465 HG02465 0 0 0 1 -0.0352 0.0045 -0.0005 0.0006 -0.0034 0.0049 -0.0645 -0.0380 0.0030 0.0002
HG02470 HG02470 0 0 0 1 -0.0328 0.0026 0.0004 0.0017 -0.0024 -0.0007 0.0012 0.0223 0.0086 0.0071
HG02471 HG02471 0 0 0 1 -0.0322 0.0023 0.0013 0.0013 0.0009 -0.0065 0.0035 0.0213 -0.0067 -0.0062
HG02476 HG02476 0 0 0 1 -0.0284 0.0000 0.0023 0.0029 -0.0013 -0.0028 -0.0006 0.0221 0.0030 -0.0003
HG02477 HG02477 0 0 0 1 -0.0293 0.0008 0.0018 0.0025 0.0017 -0.0023 -0.0031 0.0230 -0.0002 -0.0055
HG02481 HG02481 0 0 0 1 -0.0314 0.0026 0.0010 0.0027 -0.0010 -0.0069 0.0001 0.0214 0.0019 0.0040
HG02484 HG02484 0 0 0 1 -0.0310 0.0016 0.0002 0.0029 -0.0048 -0.0050 0.0051 0.0218 0.0023 -0.0003
HG02485 HG02485 0 0 0 1 -0.0233 -0.0037 0.0025 0.0050 -0.0006 -0.0028 0.0059 0.0109 -0.0054 -0.0011
HG02489 HG02489 0 0 0 1 -0.0295 0.0011 0.0015 0.0021 -0.0001 -0.0052 0.0060 0.0195 0.0048 0.0121
HG02490 HG02490 0 0 0 1 0.0112 -0.0128 -0.0257 -0.0095 0.0017 -0.0024 -0.0033 0.0062 -0.0004 -0.0056
HG02491 HG02491 0 0 0 1 0.0107 -0.0108 -0.0300 -0.0136 0.0037 -0.0029 0.0002 0.0049 0.0137 -0.0096
HG02493 HG02493 0 0 0 1 0.0100 -0.0115 -0.0283 -0.0123 0.0021 -0.0023 -0.0015 0.0036 0.0056 -0.0076
HG02494 HG02494 0 0 0 1 0.0107 -0.0120 -0.0252 -0.0102 0.0014 0.0041 -0.0008 0.0029 -0.0023 -0.0225
HG02496 HG02496 0 0 0 1 -0.0321 0.0024 0.0009 0.0022 0.0032 -0.0048 0.0018 0.0235 0.0022 -0.0041
HG02497 HG02497 0 0 0 1 -0.0332 0.0033 0.0015 -0.0004 0.0029 -0.0023 0.0017 0.0216 -0.0015 0.0005
HG02501 HG02501 0 0 0 1 -0.0262 -0.0019 0.0020 0.0034 -0.0000 -0.0053 0.0014 0.0194 0.0077 0.0018
HG02502 HG02502 0 0 0 1 -0.0271 -0.0002 0.0021 0.0041 0.0010 -0.0056 -0.0036 0.0171 0.0023 -0.0033
HG02505 HG02505 0 0 0 1 -0.0310 0.0019 0.0014 0.0018 -0.0012 -0.0040 0.0060 0.0277 -0.0023 0.0011
HG02508 HG02508 0 0 0 1 -0.0320 0.0032 0.0013 0.0020 -0.0012 -0.0009 0.0011 0.0148 0.0030 -0.0025
HG02511 HG02511 0 0 0 1 -0.0326 0.0037 0.0011 0.0016 -0.0018 0.0023 0.0088 0.0246 0.0019 0.0045
HG02512 HG02512 0 0 0 1 0.0162 0.0332 0.0004 0.0159 0.0342 -0.0030 -0.0001 -0.0038 -0.0071 0.0178
HG02513 HG02513 0 0 0 1 0.0165 0.0334 0.0010 0.0175 0.0475 -0.0081 0.0000 -0.0008 0.0035 0.0194
HG02521 HG02521 0 0 0 1 0.0161 0.0328 0.0008 0.0151 0.0402 -0.0031 -0.0016 0.0031 0.0004 0.0210
HG02522 HG02522 0 0 0 1 0.0160 0.0333 0.0004 0.0155 0.0397 -0.0069 -0.0013 0.0006 0.0028 0.0122
HG02536 HG02536 0 0 0 1 -0.0269 -0.0013 0.0023 0.0038 0.0007 -0.0028 0.0024 0.0210 -0.0015 0.0035
HG02537 HG02537 0 0 0 1 -0.0337 0.0034 0.0003 0.0014 -0.0008 -0.0034 -0.0006 0.0192 -0.0052 -0.0039
HG02541 HG02541 0 0 0 1 -0.0271 -0.0011 0.0008 0.0034 -0.0021 -0.0032 0.0099 0.0210 -0.0018 0.0017
HG02545 HG02545 0 0 0 1 -0.0313 0.0023 0.0003 0.0013 0.0021 -0.0057 0.0088 0.0260 -0.0024 -0.0131
HG02546 HG02546 0 0 0 1 -0.0320 0.0027 0.0015 0.0006 -0.0005 -0.0010 0.0059 0.0159 -0.0001 -0.0072
HG02549 HG02549 0 0 0 1 -0.0340 0.0032 0.0003 0.0002 0.0010 -0.0018 0.0053 0.0235 0.0013 0.0009
HG02554 HG02554 0 0 0 1 -0.0306 0.0017 0.0015 0.0022 0.0014 0.0002 0.0054 0.0198 0.0009 -0.0020
HG02555 HG02555 0 0 0 1 -0.0307 0.0019 0.0008 0.0016 -0.0027 -0.0017 0.0037 0.0169 -0.0068 0.0029
HG02557 HG02557 0 0 0 1 -0.0331 0.0030 -0.0001 0.0009 0.0006 -0.0057 0.0057 0.0269 -0.0007 0.0021
HG02558 HG02558 0 0 0 1 -0.0310 0.0022 0.0018 0.0016 0.0020 -0.0011 0.0023 0.0164 0.0001 0.0036
HG02561 HG02561 0 0 0 1 -0.0339 0.0040 0.0002 0.0008 -0.0018 0.0030 -0.0565 -0.0366 -0.0098 -0.0039
HG02562 HG02562 0 0 0 1 -0.0345 0.0043 -0.0008 -0.0003 -0.0028 -0.0011 -0.0518 -0.0301 -0.0057 -0.0009
HG02568 HG02568 0 0 0 1 -0.0341 0.0039 -0.0003 0.0001 -0.0028 -0.0003 -0.0587 -0.0322 0.0020 -0.0031
HG02570 HG02570 0 0 0 1 -0.0349 0.0046 0.0001 -0.0007 -0.0006 0.0019 -0.0551 -0.0301 -0.0100 0.0076
HG02571 HG02571 0 0 0 1 -0.0353 0.0044 -0.0005 0.0011 -0.0034 0.0003 -0.0623 -0.0337 -0.0071 0.0038
HG02573 HG02573 0 0 0 1 -0.0347 0.0040 -0.0001 0.0009 -0.0019 0.0016 -0.0590 -0.0370 0.0013 0.0056
HG02574 HG02574 0 0 0 1 -0.0338 0.0031 0.0014 0.0018 0.0005 0.0012 -0.0553 -0.0377 0.0025 0.0021
HG02577 HG02577 0 0 0 1 -0.0259 -0.0023 0.0024 0.0048 -0.0024 -0.0051 0.0018 0.0157 -0.0012 -0.0023
HG02580 HG02580 0 0 0 1 -0.0290 0.0005 0.0022 0.0037 -0.0028 -0.0021 0.0054 0.0186 -0.0006 -0.0026
HG02582 HG02582 0 0 0 1 -0.0349 0.0043 0.0002 0.0008 -0.0022 0.0010 -0.0616 -0.0434 -0.0051 0.0016
HG02583 HG02583 0 0 0 1 -0.0354 0.0044 -0.0002 0.0002 -0.0006 0.0021 -0.0652 -0.0481 0.0003 0.0007
HG02585 HG02585 0 0 0 1 -0.0355 0.0041 0.0001 -0.0006 0.0004 -0.0025 -0.0726 -0.0522 -0.0021 -0.0023
HG02586 HG02586 0 0 0 1 -0.0345 0.0041 -0.0005 0.0011 -0.0020 0.0051 -0.0652 -0.0383 -0.0022 -0.0015
HG02588 HG02588 0 0 0 1 -0.0348 0.0041 0.0000 0.0007 -0.0001 -0.0004 -0.0587 -0.0341 -0.0076 -0.0007
HG02589 HG02589 0 0 0 1 -0.0345 0.0043 0.0003 0.0001 -0.0025 0.0033 -0.0581 -0.0404 -0.0065 0.0079
HG02594 HG02594 0 0 0 1 -0.0348 0.0044 0.0002 0.0006 -0.0004 -0.0006 -0.0563 -0.0420 -0.0048 0.0027
HG02595 HG02595 0 0 0 1 -0.0350 0.0039 0.0007 0.0001 -0.0023 -0.0023 -0.0646 -0.0383 -0.0002 0.0023
HG02597 HG02597 0 0 0 1 0.0104 -0.0142 -0.0265 -0.0113 -0.0051 0.0045 0.0022 0.0047 -0.0081 -0.0056
HG02600 HG02600 0 0 0 1 0.0108 -0.0084 -0.0328 -0.0155 -0.0023 -0.0020 0.0003 0.0016 0.0052 0.0049
HG02601 HG02601 0 0 0 1 0.0102 -0.0094 -0.0319 -0.0144 -0.0028 -0.0016 0.0005 0.0018 -0.0047 -0.0094
HG02603 HG02603 0 0 0 1 0.0104 -0.0122 -0.0287 -0.0119 -0.0016 0.0043 -0.0031 -0.0019 -0.0098 -0.0170
HG02610 HG02610 0 0 0 1 -0.0348 0.0040 0.0002 0.0003 0.0003 -0.0015 -0.0621 -0.0365 -0.0001 -0.0072
HG02611 HG02611 0 0 0 1 -0.0354 0.0045 -0.0003 0.0002 -0.0009 0.0012 -0.0757 -0.0530 -0.0028 -0.0041
HG02613 HG02613 0 0 0 1 -0.0337 0.0034 0.0001 0.0018 -0.0022 0.0025 -0.0607 -0.0340 0.0019 0.0003
HG02614 HG02614 0 0 0 1 -0.0332 0.0028 0.0005 0.0015 -0.0020 0.0063 -0.0584 -0.0415 -0.0046 0.0011
HG02620 HG02620 0 0 0 1 -0.0350 0.0049 -0.0000 0.0007 0.0016 0.0014 -0.0585 -0.0339 -0.0047 0.0053
HG02621 HG02621 0 0 0 1 -0.0351 0.0048 -0.0002 0.0003 -0.0022 -0.0003 -0.0589 -0.0459 -0.0054 -0.0034
HG02623 HG02623 0 0 0 1 -0.0353 0.0040 0.0015 0.0008 -0.0011 0.0005 -0.0683 -0.0516 -0.0061 -0.0014
HG02628 HG02628 0 0 0 1 -0.0350 0.0049 0.0000 0.0007 0.0006 -0.0003 -0.0618 -0.0433 -0.0021 0.0007
HG02629 HG02629 0 0 0 1 -0.0350 0.0044 0.0001 0.0005 0.0001 0.0007 -0.0634 -0.0377 -0.0043 -0.0029
HG02634 HG02634 0 0 0 1 -0.0347 0.0033 0.0011 0.0011 -0.0001 0.0045 -0.0539 -0.0299 0.0022 -0.0040
HG02635 HG02635 0 0 0 1 -0.0346 0.0043 0.0005 0.0008 -0.0028 0.0014 -0.0434 -0.0329 -0.0003 -0.0033
HG02642 HG02642 0 0 0 1 -0.0345 0.0043 -0.0004 0.0012 -0.0018 -0.0007 -0.0600 -0.0487 -0.0039 -0.0037
HG02643 HG02643 0 0 0 1 -0.0347 0.0041 0.0002 0.0017 -0.0030 0.0024 -0.0534 -0.0347 -0.0036 -0.0072
HG02645 HG02645 0 0 0 1 -0.0347 0.0046 -0.0003 -0.0007 -0.0003 -0.0003 -0.0700 -0.0569 0.0051 -0.0067
