FID	IID	PC1	PC2	Anc_1st	Pr_1st	Anc_2nd	Pr_2nd	Ancestry
2677	NA21686	-0.0224	-0.0019	AFR	0.8681	AMR	0.1011	AFR
2572	NA21336	-0.0227	-0.0022	AFR	0.8455	AMR	0.1235	AFR
NA21741	NA21741	-0.0219	-0.0022	AFR	0.8213	AMR	0.1425	AFR
2654	NA21576	-0.0226	-0.0022	AFR	0.8712	AMR	0.0969	AFR
NA21740	NA21740	-0.0223	-0.0019	AFR	0.8986	AMR	0.0719	AFR
2607	NA21451	-0.0218	-0.0023	AFR	0.8655	AMR	0.0968	AFR
NA21733	NA21733	-0.022	-0.0028	AFR	0.8587	AMR	0.1057	AFR
2667	NA21616	-0.0242	-0.0009	AFR	0.9425	AMR	0.041	AFR
2600	NA21434	-0.0223	-0.0024	AFR	0.8671	AMR	0.1012	AFR
NA21784	NA21784	-0.0222	-0.0024	AFR	0.9068	AMR	0.0616	AFR
2562	NA21300	-0.0224	-0.0021	AFR	0.8594	AMR	0.1109	AFR
2601	NA21435	-0.022	-0.0021	AFR	0.8877	AMR	0.0829	AFR
2578	NA21357	-0.0221	-0.0022	AFR	0.8257	AMR	0.141	AFR
2577	NA21355	-0.0229	-0.0017	AFR	0.92	AMR	0.0501	AFR
2655	NA21578	-0.0214	-0.002	AFR	0.8837	AMR	0.0837	AFR
2593	NA21414	-0.0223	-0.0023	AFR	0.8853	AMR	0.0751	AFR
2620	NA21491	-0.0226	-0.0025	AFR	0.8918	AMR	0.0765	AFR
2589	NA21405	-0.0226	-0.0019	AFR	0.8891	AMR	0.0808	AFR
2567	NA21313	-0.0216	-0.0025	AFR	0.8547	AMR	0.1093	AFR
2618	NA21486	-0.0231	-0.0022	AFR	0.9313	AMR	0.0437	AFR
2608	NA21453	-0.0213	-0.0027	AFR	0.9077	AMR	0.0567	AFR
2584	NA21386	-0.0228	-0.0019	AFR	0.9276	AMR	0.0486	AFR
2666	NA21614	-0.0229	-0.0013	AFR	0.8832	AMR	0.0865	AFR
2586	NA21390	-0.0216	-0.0029	AFR	0.8387	AMR	0.1211	AFR
2664	NA21600	-0.0227	-0.002	AFR	0.8686	AMR	0.1027	AFR
2621	NA21494	-0.0227	-0.0015	AFR	0.92	AMR	0.0542	AFR
2621	NA21522	-0.0236	-0.0013	AFR	0.9263	AMR	0.0513	AFR
2619	NA21488	-0.0234	-0.0015	AFR	0.9296	AMR	0.0444	AFR
2567	NA21362	-0.0224	-0.0018	AFR	0.8938	AMR	0.0788	AFR
2587	NA21401	-0.0215	-0.0028	AFR	0.8873	AMR	0.0707	AFR
2615	NA21479	-0.0247	-0.0004	AFR	0.952	AMR	0.0343	AFR
2585	NA21389	-0.0238	-0.0008	AFR	0.9257	AMR	0.0552	AFR
2678	NA21650	-0.0235	-0.0015	AFR	0.9029	AMR	0.0764	AFR
NA21768	NA21768	-0.0271	0.0006	AFR	0.9789	AMR	0.0141	AFR
2620	NA21582	-0.0209	-0.0029	AFR	0.8298	AMR	0.1204	AFR
NA21776	NA21776	-0.0273	0.0001	AFR	0.9771	AMR	0.0149	AFR
2654	NA21575	-0.0258	-0.0002	AFR	0.9677	AMR	0.0204	AFR
NA21825	NA21825	-0.0212	-0.0022	AFR	0.9004	AMR	0.0661	AFR
2700	NA21719	-0.0252	-0.0006	AFR	0.9566	AMR	0.0307	AFR
2582	NA21378	-0.0221	-0.0019	AFR	0.8738	AMR	0.0939	AFR
2580	NA21368	-0.0224	-0.0021	AFR	0.8893	AMR	0.0806	AFR
2653	NA21573	-0.0262	0.0001	AFR	0.9708	AMR	0.02	AFR
2571	NA21320	-0.0218	-0.0024	AFR	0.8046	AMR	0.1586	AFR
2689	NA21678	-0.0227	-0.0019	AFR	0.9102	AMR	0.0633	AFR
2690	NA21682	-0.0238	-0.0012	AFR	0.9177	AMR	0.0593	AFR
2701	NA21723	-0.0214	-0.0032	AFR	0.8832	AMR	0.0716	AFR
2578	NA21356	-0.0241	-0.0006	AFR	0.9358	AMR	0.0446	AFR
2571	NA21685	-0.0281	0.0011	AFR	0.986	AMR	0.0079	AFR
2573	NA21339	-0.0216	-0.0026	AFR	0.8826	AMR	0.0783	AFR
2653	NA21574	-0.0276	0.0009	AFR	0.9783	AMR	0.0158	AFR
NA21826	NA21826	-0.0283	0.0008	AFR	0.9823	AMR	0.0122	AFR
2613	NA21519	-0.0225	-0.002	AFR	0.8841	AMR	0.0871	AFR
2670	NA21611	-0.0231	-0.0017	AFR	0.8763	AMR	0.0994	AFR
2673	NA21632	-0.0229	-0.0022	AFR	0.9056	AMR	0.0692	AFR
2619	NA21489	-0.0225	-0.002	AFR	0.8797	AMR	0.0887	AFR
2619	NA21490	-0.0227	-0.0017	AFR	0.9068	AMR	0.0617	AFR
2588	NA21404	-0.0226	-0.0021	AFR	0.9081	AMR	0.0612	AFR
2583	NA21383	-0.023	-0.0017	AFR	0.9136	AMR	0.0584	AFR
2634	NA21526	-0.022	-0.0018	AFR	0.8981	AMR	0.0739	AFR
2634	NA21583	-0.0227	-0.0022	AFR	0.9052	AMR	0.0622	AFR
2563	NA21303	-0.0222	-0.0027	AFR	0.8483	AMR	0.1148	AFR
2603	NA21440	-0.0221	-0.0027	AFR	0.8905	AMR	0.075	AFR
2584	NA21385	-0.0218	-0.0026	AFR	0.9232	AMR	0.0463	AFR
2666	NA21615	-0.0191	-0.0041	AFR	0.8027	AMR	0.1481	AFR
2608	NA21455	-0.0218	-0.0026	AFR	0.8981	AMR	0.0663	AFR
2633	NA21525	-0.0225	-0.0025	AFR	0.8601	AMR	0.1054	AFR
2587	NA21399	-0.0221	-0.0026	AFR	0.8846	AMR	0.0787	AFR
2585	NA21388	-0.0226	-0.0019	AFR	0.8971	AMR	0.0744	AFR
2664	NA21599	-0.0225	-0.0027	AFR	0.8525	AMR	0.1117	AFR
2677	NA21647	-0.0228	-0.002	AFR	0.9034	AMR	0.0692	AFR
2567	NA21312	-0.0222	-0.0023	AFR	0.8764	AMR	0.0919	AFR
2602	NA21438	-0.0239	-0.0013	AFR	0.8897	AMR	0.0886	AFR
2636	NA21509	-0.0222	-0.0023	AFR	0.8817	AMR	0.0865	AFR
2613	NA21473	-0.0224	-0.0013	AFR	0.8287	AMR	0.1414	AFR
2590	NA21408	-0.0222	-0.0023	AFR	0.8788	AMR	0.0884	AFR
2636	NA21510	-0.0227	-0.0021	AFR	0.9193	AMR	0.055	AFR
2576	NA21352	-0.0234	-0.0016	AFR	0.9091	AMR	0.0653	AFR
2667	NA21617	-0.0229	-0.0021	AFR	0.8984	AMR	0.0734	AFR
2629	NA21520	-0.0227	-0.0016	AFR	0.873	AMR	0.0959	AFR
2594	NA21418	-0.0223	-0.0023	AFR	0.9097	AMR	0.0617	AFR
2580	NA21367	-0.0218	-0.0025	AFR	0.8836	AMR	0.0783	AFR
2606	NA21448	-0.0224	-0.0024	AFR	0.9173	AMR	0.0592	AFR
2690	NA21683	-0.0227	-0.0022	AFR	0.8808	AMR	0.0896	AFR
NA21738	NA21738	-0.0229	-0.002	AFR	0.862	AMR	0.109	AFR
NA21739	NA21739	-0.0249	-0.0004	AFR	0.9663	AMR	0.0198	AFR
2594	NA21417	-0.022	-0.0027	AFR	0.8573	AMR	0.1035	AFR
2593	NA21415	-0.0223	-0.002	AFR	0.9008	AMR	0.0701	AFR
2632	NA21521	-0.0233	-0.002	AFR	0.9022	AMR	0.0712	AFR
2633	NA21523	-0.0221	-0.0025	AFR	0.8536	AMR	0.108	AFR
2569	NA21580	-0.022	-0.0022	AFR	0.8453	AMR	0.1205	AFR
2566	NA21311	-0.0215	-0.0025	AFR	0.8727	AMR	0.0893	AFR
2674	NA21636	-0.023	-0.0015	AFR	0.9259	AMR	0.0484	AFR
2579	NA21360	-0.0237	-0.0016	AFR	0.9271	AMR	0.0526	AFR
2563	NA21301	-0.0208	-0.0028	AFR	0.869	AMR	0.0922	AFR
2677	NA21648	-0.0226	-0.0019	AFR	0.8614	AMR	0.1092	AFR
2603	NA21441	-0.0237	-0.0011	AFR	0.9357	AMR	0.0426	AFR
2579	NA21359	-0.0229	-0.0019	AFR	0.9244	AMR	0.051	AFR
2596	NA21424	-0.0219	-0.0028	AFR	0.8555	AMR	0.1102	AFR
2579	NA21361	-0.023	-0.0024	AFR	0.8987	AMR	0.0771	AFR
2637	NA21514	-0.0203	-0.0029	AFR	0.8651	AMR	0.0821	AFR
2615	NA21478	-0.023	-0.0015	AFR	0.9379	AMR	0.0347	AFR
2575	NA21366	-0.0217	-0.0025	AFR	0.8777	AMR	0.0872	AFR
2588	NA21402	-0.0223	-0.002	AFR	0.8992	AMR	0.0687	AFR
2575	NA21344	-0.0215	-0.002	AFR	0.8813	AMR	0.0845	AFR
2575	NA21365	-0.0224	-0.0028	AFR	0.8605	AMR	0.1046	AFR
2569	NA21317	-0.0222	-0.0019	AFR	0.8811	AMR	0.09	AFR
2634	NA21527	-0.0222	-0.0022	AFR	0.9075	AMR	0.0644	AFR
2565	NA21307	-0.0221	-0.0023	AFR	0.9049	AMR	0.0594	AFR
2637	NA21512	-0.0191	-0.0039	AFR	0.824	AMR	0.1144	AFR
2699	NA21718	-0.0214	-0.002	AFR	0.9082	AMR	0.0593	AFR
2566	NA21363	-0.0214	-0.0022	AFR	0.8838	AMR	0.0807	AFR
2585	NA21387	-0.0255	-0.0002	AFR	0.955	AMR	0.0313	AFR
2663	NA21596	-0.0221	-0.0027	AFR	0.8486	AMR	0.1132	AFR
2692	NA21693	-0.0221	-0.0019	AFR	0.8572	AMR	0.115	AFR
2657	NA21587	-0.0208	-0.0025	AFR	0.9128	AMR	0.0485	AFR
2635	NA21529	-0.0242	-0.001	AFR	0.9202	AMR	0.0618	AFR
2601	NA21436	-0.0173	-0.0039	AFR	0.8292	AMR	0.0817	AFR
2595	NA21420	-0.0216	-0.0023	AFR	0.8661	AMR	0.098	AFR
2568	NA21364	-0.0238	-0.0018	AFR	0.9359	AMR	0.0446	AFR
2691	NA21689	-0.0268	0.0003	AFR	0.9748	AMR	0.0163	AFR
2663	NA21597	-0.0223	-0.0018	AFR	0.8776	AMR	0.0888	AFR
2576	NA21353	-0.0236	-0.0014	AFR	0.8818	AMR	0.0962	AFR
2674	NA21635	-0.0228	-0.0019	AFR	0.9215	AMR	0.0494	AFR
2602	NA21439	-0.0233	-0.0014	AFR	0.9208	AMR	0.0557	AFR
2588	NA21403	-0.0231	-0.0021	AFR	0.9205	AMR	0.0479	AFR
2664	NA21601	-0.0228	-0.0023	AFR	0.8723	AMR	0.0957	AFR
2565	NA21308	-0.0237	-0.0015	AFR	0.8919	AMR	0.0861	AFR
2638	NA21613	-0.0228	-0.0014	AFR	0.918	AMR	0.0537	AFR
2595	NA21421	-0.0226	-0.0024	AFR	0.9044	AMR	0.0652	AFR
2673	NA21631	-0.0224	-0.0022	AFR	0.9178	AMR	0.054	AFR
2565	NA21309	-0.0228	-0.0019	AFR	0.9099	AMR	0.0622	AFR
2668	NA21620	-0.0232	-0.0015	AFR	0.9328	AMR	0.0468	AFR
2596	NA21425	-0.0213	-0.0024	AFR	0.8105	AMR	0.1506	AFR
2569	NA21316	-0.023	-0.0016	AFR	0.918	AMR	0.0551	AFR
2618	NA21487	-0.023	-0.0021	AFR	0.9116	AMR	0.0641	AFR
2618	NA21485	-0.0233	-0.0019	AFR	0.8909	AMR	0.086	AFR
2583	NA21381	-0.0228	-0.0017	AFR	0.9183	AMR	0.056	AFR
2603	NA21442	-0.023	-0.0019	AFR	0.9026	AMR	0.0668	AFR
2668	NA21619	-0.0239	-0.0015	AFR	0.9269	AMR	0.0503	AFR
2560	NA21295	-0.0251	-0.0008	AFR	0.9294	AMR	0.0519	AFR
2639	NA21517	-0.0242	-0.001	AFR	0.9019	AMR	0.0795	AFR
2568	NA21314	-0.0217	-0.0025	AFR	0.8255	AMR	0.1409	AFR
2560	NA21333	-0.0232	-0.0017	AFR	0.9085	AMR	0.0679	AFR
2609	NA21457	-0.0218	-0.0019	AFR	0.8519	AMR	0.1121	AFR
2701	NA21722	-0.02	-0.0031	AFR	0.8205	AMR	0.1337	AFR
2570	NA21318	-0.0232	-0.0016	AFR	0.9059	AMR	0.0702	AFR
2581	NA21370	-0.0231	-0.002	AFR	0.9048	AMR	0.0708	AFR
2614	NA21475	-0.0229	-0.002	AFR	0.895	AMR	0.0764	AFR
2633	NA21524	-0.0232	-0.0025	AFR	0.924	AMR	0.0513	AFR
2621	NA21493	-0.0216	-0.0021	AFR	0.9315	AMR	0.0377	AFR
2655	NA21577	-0.0265	-0.0003	AFR	0.9759	AMR	0.0159	AFR
2581	NA21371	-0.0221	-0.0022	AFR	0.891	AMR	0.0736	AFR
2590	NA21409	-0.0213	-0.0025	AFR	0.8984	AMR	0.0705	AFR
2562	NA21298	-0.0231	-0.002	AFR	0.8695	AMR	0.1038	AFR
2564	NA21304	-0.0213	-0.0031	AFR	0.8168	AMR	0.142	AFR
2561	NA21351	-0.0224	-0.0018	AFR	0.9016	AMR	0.0677	AFR
2600	NA21410	-0.0219	-0.0022	AFR	0.8951	AMR	0.0701	AFR
2638	NA21515	-0.0227	-0.0011	AFR	0.9259	AMR	0.0521	AFR
2669	NA21622	-0.0216	-0.0021	AFR	0.848	AMR	0.1138	AFR
2607	NA21450	-0.0213	-0.0029	AFR	0.8578	AMR	0.1013	AFR
2656	NA21584	-0.0206	-0.0023	AFR	0.8004	AMR	0.1565	AFR
NA21737	NA21737	-0.0214	-0.002	AFR	0.8822	AMR	0.0835	AFR
NA21769	NA21769	-0.0265	0.0002	AFR	0.9637	AMR	0.0279	AFR
NA21770	NA21770	-0.028	0.0012	AFR	0.9816	AMR	0.0125	AFR
2574	NA21341	-0.0247	-0.0008	AFR	0.9502	AMR	0.0353	AFR
NA20816	NA20816	0.0102	-0.0266	EUR	0.9921	AMR	0.0034	EUR
NA20817	NA20817	0.0101	-0.0271	EUR	0.9909	AMR	0.005	EUR
NA20820	NA20820	0.0098	-0.0267	EUR	0.9803	AMR	0.014	EUR
NA20831	NA20831	0.0101	-0.0267	EUR	0.9878	AMR	0.0078	EUR
NA20780	NA20780	0.0096	-0.0267	EUR	0.9784	AMR	0.0154	EUR
NA20791	NA20791	0.0101	-0.0268	EUR	0.9864	AMR	0.0093	EUR
Y041	NA19097	-0.0359	0.0052	AFR	1	AMR	0	AFR
Y007	NA18869	-0.0361	0.0049	AFR	1	AMR	0	AFR
Y010	NA18509	-0.0353	0.0051	AFR	1	AMR	0	AFR
Y033	NA18925	-0.0354	0.0048	AFR	1	AMR	0	AFR
Y038	NA19178	-0.0359	0.0048	AFR	1	AMR	0	AFR
Y001	NA18484	-0.0359	0.0048	AFR	1	AMR	0	AFR
Y061	NA19123	-0.0357	0.005	AFR	1	AMR	0	AFR
Y120	NA19249	-0.0357	0.0048	AFR	1	AMR	0	AFR
Y036	NA18935	-0.0362	0.0051	AFR	1	AMR	0	AFR
Y003	NA18497	-0.0356	0.0054	AFR	1	AMR	0	AFR
Y100	NA19174	-0.0354	0.0045	AFR	1	AMR	0	AFR
Y073	NA19151	-0.0356	0.0047	AFR	1	AMR	0	AFR
Y052	NA19181	-0.0358	0.0051	AFR	1	AMR	0	AFR
Y002	NA18485	-0.0357	0.005	AFR	1	AMR	0	AFR
Y116	NA19237	-0.0363	0.0048	AFR	1	AMR	0	AFR
Y057	NA19224	-0.0359	0.0051	AFR	1	AMR	0	AFR
Y111	NA19191	-0.0357	0.0048	AFR	1	AMR	0	AFR
Y027	NA18911	-0.0355	0.0048	AFR	1	AMR	0	AFR
Y014	NA18518	-0.0358	0.0047	AFR	1	AMR	0	AFR
Y061	NA19122	-0.0357	0.005	AFR	1	AMR	0	AFR
Y030	NA18930	-0.0361	0.0049	AFR	1	AMR	0	AFR
Y002	NA18487	-0.0355	0.0049	AFR	1	AMR	0	AFR
Y079	NA19115	-0.0358	0.0053	AFR	1	AMR	0	AFR
Y110	NA19215	-0.0362	0.0048	AFR	1	AMR	0	AFR
Y052	NA19183	-0.0359	0.0053	AFR	1	AMR	0	AFR
Y044	NA19176	-0.0352	0.0051	AFR	1	AMR	0	AFR
Y038	NA19180	-0.0359	0.0048	AFR	1	AMR	0	AFR
Y075	NA19148	-0.0361	0.005	AFR	1	AMR	0	AFR
Y006	NA19109	-0.0357	0.0048	AFR	1	AMR	0	AFR
Y038	NA19179	-0.0358	0.005	AFR	1	AMR	0	AFR
Y039	NA19186	-0.0362	0.005	AFR	1	AMR	0	AFR
Y025	NA19252	-0.0362	0.0053	AFR	1	AMR	0	AFR
Y052	NA19182	-0.036	0.0049	AFR	1	AMR	0	AFR
Y057	NA19226	-0.0356	0.005	AFR	1	AMR	0	AFR
Y092	NA19258	-0.0358	0.0051	AFR	1	AMR	0	AFR
Y035	NA19199	-0.0357	0.0047	AFR	1	AMR	0	AFR
Y019	NA18875	-0.0359	0.005	AFR	1	AMR	0	AFR
Y073	NA19150	-0.0356	0.0049	AFR	1	AMR	0	AFR
Y045	NA19202	-0.0359	0.005	AFR	1	AMR	0	AFR
Y117	NA19240	-0.0358	0.0051	AFR	1	AMR	0	AFR
Y023	NA18857	-0.0358	0.005	AFR	1	AMR	0	AFR
Y004	NA18500	-0.0357	0.0046	AFR	1	AMR	0	AFR
Y112	NA19193	-0.0351	0.005	AFR	1	AMR	0	AFR
Y005	NA18503	-0.0368	0.0048	AFR	1	AMR	0	AFR
Y048	NA19203	-0.0356	0.0051	AFR	1	AMR	0	AFR
Y058	NA19221	-0.0356	0.005	AFR	1	AMR	0	AFR
Y024	NA18863	-0.0354	0.0053	AFR	1	AMR	0	AFR
Y023	NA18855	-0.0355	0.005	AFR	1	AMR	0	AFR
Y018	NA18854	-0.036	0.0047	AFR	1	AMR	0	AFR
Y013	NA18515	-0.0361	0.0047	AFR	1	AMR	0	AFR
Y071	NA19142	-0.0359	0.0049	AFR	1	AMR	0	AFR
Y028	NA18913	-0.0353	0.0049	AFR	1	AMR	0	AFR
Y043	NA19139	-0.0358	0.005	AFR	1	AMR	0	AFR
Y112	NA19194	-0.0355	0.0047	AFR	1	AMR	0	AFR
Y072	NA19154	-0.0353	0.0051	AFR	1	AMR	0	AFR
Y018	NA18852	-0.0348	0.0044	AFR	1	AMR	0	AFR
Y060	NA19120	-0.0357	0.0055	AFR	1	AMR	0	AFR
Y050	NA19211	-0.0359	0.0047	AFR	1	AMR	0	AFR
Y024	NA18862	-0.0355	0.0051	AFR	1	AMR	0	AFR
Y042	NA19101	-0.0356	0.0051	AFR	1	AMR	0	AFR
Y017	NA18872	-0.0359	0.0049	AFR	1	AMR	0	AFR
Y112	NA19192	-0.0354	0.0047	AFR	1	AMR	0	AFR
Y016	NA18521	-0.0354	0.0047	AFR	1	AMR	0	AFR
Y101	NA19132	-0.0359	0.0053	AFR	1	AMR	0	AFR
Y009	NA18506	-0.0358	0.005	AFR	1	AMR	0	AFR
Y077	NA19128	-0.0351	0.0047	AFR	1	AMR	0	AFR
Y051	NA19208	-0.0361	0.0053	AFR	1	AMR	0	AFR
Y028	NA18914	-0.0355	0.005	AFR	1	AMR	0	AFR
Y077	NA19127	-0.0356	0.0052	AFR	1	AMR	0	AFR
Y040	NA19094	-0.0356	0.0054	AFR	1	AMR	0	AFR
Y056	NA19161	-0.0357	0.0056	AFR	1	AMR	0	AFR
Y047	NA19173	-0.0355	0.0051	AFR	1	AMR	0	AFR
Y071	NA19140	-0.0362	0.0047	AFR	1	AMR	0	AFR
Y012	NA18859	-0.0357	0.0054	AFR	1	AMR	0	AFR
Y012	NA18860	-0.0356	0.0054	AFR	1	AMR	0	AFR
Y042	NA19103	-0.0359	0.005	AFR	1	AMR	0	AFR
Y118	NA19242	-0.0354	0.0047	AFR	1	AMR	0	AFR
Y054	NA19163	-0.0358	0.0047	AFR	1	AMR	0	AFR
Y113	NA19187	-0.0355	0.0048	AFR	1	AMR	0	AFR
Y108	NA19195	-0.0356	0.0046	AFR	1	AMR	0	AFR
Y059	NA19220	-0.0353	0.0052	AFR	1	AMR	0	AFR
Y119	NA19246	-0.0348	0.0049	AFR	1	AMR	0	AFR
Y062	NA19253	-0.0351	0.0051	AFR	1	AMR	0	AFR
Y062	NA19254	-0.0357	0.0044	AFR	1	AMR	0	AFR
Y109	NA19260	-0.0354	0.005	AFR	1	AMR	0	AFR
Y114	NA19262	-0.0355	0.0052	AFR	1	AMR	0	AFR
Y032	NA18921	-0.0358	0.0047	AFR	1	AMR	0	AFR
Y080	NA19104	-0.0352	0.0048	AFR	1	AMR	0	AFR
Y080	NA19105	-0.0356	0.0045	AFR	1	AMR	0	AFR
Y078	NA19110	-0.0358	0.0051	AFR	1	AMR	0	AFR
Y102	NA19133	-0.0354	0.0054	AFR	1	AMR	0	AFR
Y103	NA19135	-0.0348	0.0047	AFR	1	AMR	0	AFR
Y055	NA19156	-0.0362	0.005	AFR	1	AMR	0	AFR
Y055	NA19157	-0.0358	0.0044	AFR	1	AMR	0	AFR
Y049	NA19166	-0.0359	0.0054	AFR	1	AMR	0	AFR
Y108	NA19196	-0.0353	0.0042	AFR	1	AMR	0	AFR
Y064	NA19216	-0.0359	0.0051	AFR	1	AMR	0	AFR
Y109	NA19259	-0.0359	0.005	AFR	1	AMR	0	AFR
Y034	NA18931	-0.0357	0.0045	AFR	1	AMR	0	AFR
Y113	NA19250	-0.0355	0.0047	AFR	1	AMR	0	AFR
Y076	NA19124	-0.0353	0.005	AFR	1	AMR	0	AFR
